#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABI1	ARPC5	9606.ENSP00000365312	9606.ENSP00000294742	0	0	0.500	0	0.499
ABI1	NFASC	9606.ENSP00000365312	9606.ENSP00000344786	0	0.443	0	0	0.443
ACVR1C	INHBA	9606.ENSP00000243349	9606.ENSP00000242208	0	0.046	0.500	0	0.502
ADGRL3	GNB1	9606.ENSP00000422533	9606.ENSP00000367872	0	0.749	0	0	0.749
ADH1B	ADH1C	9606.ENSP00000306606	9606.ENSP00000426083	0	0.484	0.900	0	0.946
ADM	GNB1	9606.ENSP00000436607	9606.ENSP00000367872	0	0.800	0	0	0.800
ADRB2	WNT5A	9606.ENSP00000305372	9606.ENSP00000264634	0	0	0.400	0	0.400
ADRB2	FZD4	9606.ENSP00000305372	9606.ENSP00000434034	0	0	0.400	0	0.400
ADRB2	GNB1	9606.ENSP00000305372	9606.ENSP00000367872	0	0.521	0	0	0.521
AGR2	YWHAE	9606.ENSP00000391490	9606.ENSP00000264335	0	0.457	0	0	0.457
AGR2	P4HB	9606.ENSP00000391490	9606.ENSP00000327801	0	0.457	0	0	0.457
AGR2	HSP90AB1	9606.ENSP00000391490	9606.ENSP00000360609	0	0.457	0	0	0.457
AGR2	AKR1C3	9606.ENSP00000391490	9606.ENSP00000369927	0	0.420	0	0	0.420
AGR2	YWHAZ	9606.ENSP00000391490	9606.ENSP00000379287	0	0.457	0	0	0.457
AGR2	RAB1A	9606.ENSP00000391490	9606.ENSP00000387286	0	0.457	0	0	0.457
AGTRAP	ESRP1	9606.ENSP00000319713	9606.ENSP00000405738	0	0	0.500	0	0.499
AKR1C2	AKR1C3	9606.ENSP00000370129	9606.ENSP00000369927	0	0.690	0.900	0	0.967
APPL2	RAB5A	9606.ENSP00000446917	9606.ENSP00000273047	0	0.457	0	0	0.457
AR	FKBP4	9606.ENSP00000363822	9606.ENSP00000001008	0	0.329	0.800	0	0.860
AR	FOXA1	9606.ENSP00000363822	9606.ENSP00000250448	0	0.457	0	0	0.457
AR	EZH2	9606.ENSP00000363822	9606.ENSP00000320147	0	0.457	0	0	0.457
AR	SIAH2	9606.ENSP00000363822	9606.ENSP00000322457	0	0.457	0	0	0.457
AR	SP1	9606.ENSP00000363822	9606.ENSP00000329357	0	0.457	0	0	0.457
AR	ZBTB16	9606.ENSP00000363822	9606.ENSP00000338157	0	0.457	0	0	0.457
AR	NR3C2	9606.ENSP00000363822	9606.ENSP00000350815	0	0	0.500	0	0.499
AR	RUNX2	9606.ENSP00000363822	9606.ENSP00000360493	0	0	0.700	0	0.700
AR	HSP90AB1	9606.ENSP00000363822	9606.ENSP00000360609	0	0.462	0.800	0	0.887
ARF4	SERPINH1	9606.ENSP00000306010	9606.ENSP00000434412	0	0.493	0	0	0.493
ARF4	KDELR3	9606.ENSP00000306010	9606.ENSP00000386918	0	0	0.500	0	0.499
ARF4	RAB1A	9606.ENSP00000306010	9606.ENSP00000387286	0	0	0.500	0	0.499
ARF4	ASAP1	9606.ENSP00000306010	9606.ENSP00000429900	0	0	0.500	0	0.499
ARHGAP32	RHOA	9606.ENSP00000310561	9606.ENSP00000400175	0	0.457	0	0	0.457
ARHGDIB	RHOA	9606.ENSP00000228945	9606.ENSP00000400175	0	0.400	0.700	0	0.812
ARHGEF28	RHOA	9606.ENSP00000441913	9606.ENSP00000400175	0	0.519	0	0	0.519
ARHGEF4	RHOA	9606.ENSP00000316845	9606.ENSP00000400175	0	0.483	0	0	0.483
ASAH1	CERS2	9606.ENSP00000371152	9606.ENSP00000271688	0	0	0.900	0	0.900
ASAH1	CERS6	9606.ENSP00000371152	9606.ENSP00000376453	0	0	0.900	0	0.900
ASCC1	LIG4	9606.ENSP00000339404	9606.ENSP00000484288	0	0	0.540	0	0.540
ASPN	TGFB1	9606.ENSP00000364694	9606.ENSP00000221930	0	0	0.500	0	0.499
ATP1A2	ATP6V1A	9606.ENSP00000354490	9606.ENSP00000273398	0	0.422	0	0	0.422
ATP1A2	FXYD1	9606.ENSP00000354490	9606.ENSP00000481244	0	0	0.900	0	0.900
ATP1A2	ATP1B1	9606.ENSP00000354490	9606.ENSP00000356790	0	0.375	0.900	0	0.934
ATP1B1	FXYD1	9606.ENSP00000356790	9606.ENSP00000481244	0	0.292	0.900	0	0.926
ATP6V1A	RRAGD	9606.ENSP00000273398	9606.ENSP00000358423	0	0	0.500	0	0.499
BAG2	DNAJB1	9606.ENSP00000359727	9606.ENSP00000254322	0	0.606	0	0	0.606
BAG2	CCT2	9606.ENSP00000359727	9606.ENSP00000299300	0	0	0.540	0	0.540
BAG2	STIP1	9606.ENSP00000359727	9606.ENSP00000351646	0	0.329	0.540	0	0.678
BAG2	HSP90AB1	9606.ENSP00000359727	9606.ENSP00000360609	0	0	0.540	0	0.540
BGN	TGFB1	9606.ENSP00000327336	9606.ENSP00000221930	0	0.292	0.500	0	0.630
BIN1	SAA4	9606.ENSP00000316779	9606.ENSP00000278222	0	0	0.540	0	0.540
BIN1	SAA1	9606.ENSP00000316779	9606.ENSP00000384906	0	0	0.540	0	0.540
BIN1	MAPT	9606.ENSP00000316779	9606.ENSP00000340820	0	0.576	0	0	0.576
BLNK	VAV3	9606.ENSP00000224337	9606.ENSP00000359073	0	0.292	0.900	0	0.926
BRCC3	UBE2S	9606.ENSP00000358474	9606.ENSP00000264552	0	0	0.900	0	0.900
BUB3	UBE2S	9606.ENSP00000357858	9606.ENSP00000264552	0	0	0.500	0	0.499
BUB3	CDK1	9606.ENSP00000357858	9606.ENSP00000378699	0	0	0.500	0	0.499
BZW1	CDC5L	9606.ENSP00000394316	9606.ENSP00000360532	0	0.427	0	0	0.426
C4A	CD46	9606.ENSP00000396688	9606.ENSP00000313875	0	0	0.700	0	0.700
C4A	CFB	9606.ENSP00000396688	9606.ENSP00000416561	0	0	0.540	0	0.540
CA12	CA4	9606.ENSP00000178638	9606.ENSP00000300900	0	0	0.500	0	0.499
CALU	DNAJC10	9606.ENSP00000438248	9606.ENSP00000264065	0	0.520	0	0	0.520
CALU	P4HB	9606.ENSP00000438248	9606.ENSP00000327801	0	0.611	0	0	0.611
CALU	TPD52	9606.ENSP00000438248	9606.ENSP00000429309	0	0.421	0	0	0.420
CALU	DNAJC3	9606.ENSP00000438248	9606.ENSP00000473631	0	0.443	0	0	0.443
CAPRIN1	FUS	9606.ENSP00000340329	9606.ENSP00000254108	0	0.430	0	0	0.430
CAPRIN1	LARP4B	9606.ENSP00000340329	9606.ENSP00000326128	0	0.400	0	0	0.400
CBX3	NIPBL	9606.ENSP00000336687	9606.ENSP00000282516	0	0.457	0	0	0.457
CBX3	LRIF1	9606.ENSP00000336687	9606.ENSP00000358778	0	0.457	0	0	0.457
CBX3	PRR14	9606.ENSP00000336687	9606.ENSP00000441641	0	0.457	0	0	0.457
CCNB1	SP1	9606.ENSP00000256442	9606.ENSP00000329357	0	0.457	0	0	0.457
CCNB1	UBE2S	9606.ENSP00000256442	9606.ENSP00000264552	0	0	0.500	0	0.499
CCNB1	CKS2	9606.ENSP00000256442	9606.ENSP00000364976	0	0.934	0	0	0.934
CCNB1	CDK1	9606.ENSP00000256442	9606.ENSP00000378699	0	0.975	0.900	0	0.997
CCT2	GNB1	9606.ENSP00000299300	9606.ENSP00000367872	0	0.229	0.500	0	0.598
