ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
10012674000	0.0000176	7.84e-10	-9.9482599	11.58561	-0.88389706	DNAJB1	DnaJ (Hsp40) homolog, subfamily B, member 1	3337
10012684142	0.0000431	3.84e-09	-9.1356241	10.29464	-0.83444412	TUSC1	tumor suppressor candidate 1	286319
10012674381	0.0010598	1.41e-07	7.4326292	7.24437	0.54005196	KIAA1949	KIAA1949	170954
10012679069	0.0012611	2.25e-07	-7.2269951	6.84378	-1.02045098	FOSB	FBJ murine osteosarcoma viral oncogene homolog B	2354
10012680972	0.0016488	3.67e-07	-7.0108368	6.41531	-0.89533431	FAM19A2	family with sequence similarity 19 (chemokine (C-C motif)-like), member A2	338811
10012673197	0.0018511	4.94e-07	-6.8809575	6.15428	-1.46735588	HSPA1A	heat shock 70kDa protein 1A	3303
10012689076	0.0037541	1.37e-06	6.4433487	5.2555	0.33384412	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	3678
10012676598	0.0037541	1.55e-06	-6.3904481	5.1449	-0.63746569	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	4170
10012679525	0.0037541	1.58e-06	-6.3839329	5.13125	-0.9923549	C9orf125	chromosome 9 open reading frame 125	84302
10012681242	0.0037541	1.67e-06	-6.3594354	5.07987	-0.88248824	LOC100131938///PBX1	hypothetical LOC100131938///pre-B-cell leukemia homeobox 1	100131938///5087
10012676816	0.0045746	2.33e-06	-6.2186618	4.78295	-0.79104314	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	8555
10012671944	0.0045746	2.44e-06	6.199502	4.74233	0.49230588	FNBP1	formin binding protein 1	23048
10012673785	0.0049937	2.89e-06	-6.1293053	4.59304	-0.94010882			
10012689170	0.0057349	3.57e-06	6.0406731	4.40358	0.73293333	ITPR1	inositol 1,4,5-triphosphate receptor, type 1	3708
10012670718	0.0059792	4.32e-06	-5.9621857	4.23494	-0.22847255	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	8555
10012670672	0.0059792	4.61e-06	-5.9350699	4.17649	-0.85885098	SLC30A1	solute carrier family 30 (zinc transporter), member 1	7779
10012667606	0.0059792	4.82e-06	5.9160321	4.1354	0.57712157	ANXA2	annexin A2	302
10012678232	0.0059792	5.38e-06	-5.8709308	4.03786	-0.40881176	HSPH1	heat shock 105kDa/110kDa protein 1	10808
10012668760	0.0059792	5.53e-06	5.8596185	4.01336	0.42001863	PRKCB1	protein kinase C, beta 1	5579
10012682838	0.0059792	5.53e-06	-5.8593066	4.01268	-1.34615294	C9orf125	chromosome 9 open reading frame 125	84302
10012684934	0.0059792	5.67e-06	5.849259	3.99091	0.80943725	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	8874
10012678314	0.0059792	5.85e-06	-5.8360795	3.96232	-1.17838137	C10orf30	chromosome 10 open reading frame 30	222389
10012685043	0.0065039	6.66e-06	-5.7830849	3.84716	-0.81889118	NUP62CL	nucleoporin 62kDa C-terminal like	54830
10012676203	0.0072606	7.76e-06	5.7203222	3.71034	0.37091961	PLXNB2	plexin B2	23654
10012666863	0.0086061	9.58e-06	5.6338648	3.5211	0.91930686			
10012670546	0.0090905	1.05e-05	-5.5954195	3.43668	-0.87064608	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	999
10012674290	0.0099334	1.21e-05	5.5376661	3.30956	0.40545784	PSCD1	pleckstrin homology, Sec7 and coiled-coil domains 1(cytohesin 1)	9267
10012669062	0.0099334	1.24e-05	-5.5288502	3.29012	-0.55841863	HSPA5	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	3309
10012674491	0.0099334	1.31e-05	5.5069937	3.2419	0.5782402			
10012667448	0.0099334	1.34e-05	-5.4956405	3.21683	-0.62927549	NHLRC1	NHL repeat containing 1	378884
10012681563	0.0099334	1.37e-05	5.4874647	3.19877	0.56403137			
10012682228	0.010528	1.53e-05	5.4437722	3.10213	0.47055686	SCD5	stearoyl-CoA desaturase 5	79966
10012678347	0.010528	1.55e-05	-5.4383618	3.09015	-0.52319216	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	9709
10012688532	0.0114962	1.74e-05	-5.390367	2.98374	-0.36755882	HSPE1	heat shock 10kDa protein 1 (chaperonin 10)	3336
10012687941	0.0114962	1.79e-05	-5.3787214	2.95789	-0.68839314	CXADR	coxsackie virus and adenovirus receptor	1525
10012682644	0.0138866	2.25e-05	-5.2863478	2.75238	-0.81394706	NFIA	nuclear factor I/A	4774
10012672536	0.0138866	2.34e-05	5.2696353	2.71512	0.31058039	RAB5C	RAB5C, member RAS oncogene family	5878
10012684619	0.0138866	2.35e-05	-5.2688552	2.71338	-0.42407157	PUS7	pseudouridylate synthase 7 homolog (S. cerevisiae)	54517
10012668397	0.0152427	2.65e-05	-5.2206832	2.60583	-0.4701049	CHORDC1	cysteine and histidine-rich domain (CHORD)-containing 1	26973
10012679164	0.0154703	2.75e-05	-5.2044703	2.56959	-0.49252353	BTG2	BTG family, member 2	7832
10012673759	0.0159006	2.90e-05	-5.1834259	2.52251	-0.92475882	KCNE1	potassium voltage-gated channel, Isk-related family, member 1	3753
10012675711	0.0163706	3.06e-05	5.1619485	2.47443	0.44200392	DDX17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	10521
10012670845	0.0167161	3.25e-05	5.1376452	2.41998	0.69871078	CCL5	chemokine (C-C motif) ligand 5	6352
