Source1,Source2,Shared_Targets_Count
ATXN1,DCAF8,1
ATXN1,SH3GLB1,1
ATXN1,GNPTAB,1
ATXN1,F2RL3,1
ATXN1,VPS53,2
ATXN1,ITGB1,1
ATXN1,NHLRC3,1
ATXN1,SEC16A,1
ATXN1,QSOX1,1
ATXN1,CNKSR3,1
ATXN1,POFUT1,1
ATXN1,F2RL1,1
ATXN1,SERF1A,1
ATXN1,IQSEC1,1
ATXN1,RABGAP1L,1
ATXN1,WDR53,1
ATXN1,USP28,1
ATXN1,CAMTA1,1
ATXN1,SAMD12,1
ATXN1,KLRD1,1
ATXN1,KIF6,1
ATXN1,PSD3,1
ATXN1,REST,1
ATXN1,MFSD8,1
ATXN1,SLC12A6,1
ATXN1,RGMB,1
ATXN1,SOCS7,1
ATXN1,OCIAD1,1
ATXN1,AGFG2,1
ATXN1,TMEM67,1
ATXN1,INPP5F,1
ATXN1,WAC,1
ATXN1,WEE1,1
ATXN1,PAFAH1B1,1
ATXN1,GRK7,1
ATXN1,NR2C2,1
ATXN1,GAB1,1
ATXN1,DUSP18,1
ATXN1,ABHD2,1
ATXN1,N4BP1,1
ATXN1,MTMR3,1
ATXN1,ZDHHC20,1
ATXN1,PGM2L1,1
ATXN1,NCOA3,1
ATXN1,UBXN2A,1
ATXN1,PRNP,1
ATXN1,BTN3A1,1
ATXN1,ABHD15,1
ATXN1,STAC2,1
ATXN1,POLQ,1
ATXN1,DSTYK,1
ATXN1,ZBTB37,1
ATXN1,A1CF,1
ATXN1,FHDC1,1
ATXN1,AAK1,1
ATXN1,MAP3K2,2
ATXN1,RBM12B,1
ATXN1,HIP1,1
ATXN1,CAPRIN2,1
ATXN1,ELAVL2,1
ATXN1,DPYSL2,1
ATXN1,SLC7A11,1
ATXN1,RNF115,1
ATXN1,SLK,1
ATXN1,PLEKHM1,1
ATXN1,MLXIP,1
ATXN1,FBXO21,1
ATXN1,TNRC6B,1
ATXN1,WSB1,1
ATXN1,IRAK4,1
ATXN1,GNB5,1
ATXN1,TLR7,1
ATXN1,ERGIC2,1
ATXN1,WDR1,1
ATXN1,HIF1AN,1
ATXN1,FKBP14,1
ATXN1,RAB42,1
ATXN1,LDLR,1
ATXN1,BTN3A2,1
ATXN1,C18orf32,1
ATXN1,DCTN5,1
ATXN1,DNAL1,1
ATXN1,BCL2L11,2
ATXN1,CFL2,1
ATXN1,BTF3L4,1
ATXN1,RAB5B,1
ATXN1,SLC4A7,1
ATXN1,CDK6,1
ATXN1,TTPAL,1
ATXN1,GTF2H3,1
ATXN1,ISCA2,1
ATXN1,YOD1,2
ATXN1,MIXL1,1
ATXN1,PTGES3,1
ATXN1,FBXO31,1
ATXN1,MFSD2A,1
ATXN1,ICA1L,1
ATXN1,ENPP5,1
ATXN1,CYCS,1
ATXN1,UBFD1,1
ATXN1,ENTPD7,1
ATXN1,NRIP3,1
ATXN1,ZNFX1,1
ATXN1,GATAD1,1
ATXN1,SLC30A1,1
ATXN1,C17orf75,1
ATXN1,ABCG8,1
ATXN1,PANK3,2
ATXN1,GPR157,1
ATXN1,SLC35F5,1
ATXN1,KLHL15,1
ATXN1,DDHD1,1
ATXN1,TRIM8,1
ATXN1,SLCO5A1,1
ATXN1,ZNF805,1
ATXN1,SLC1A5,1
ATXN1,TRAF3IP2,1
ATXN1,ZBED1,1
ATXN1,ZNF347,1
ATXN1,SAMD8,1
ATXN1,ARL1,1
ATXN1,KCNK6,1
ATXN1,SPTLC2,1
ATXN1,VPS26A,1
ATXN1,FEZ2,1
ATXN1,HMGB3,1
ATXN1,CHAF1A,1
ATXN1,MTF1,1
ATXN1,MXI1,1
ATXN1,LASP1,1
ATXN1,PVR,1
ATXN1,NFAT5,1
ATXN1,ZBTB6,1
ATXN1,NUDT3,1
ATXN1,GLO1,1
ATXN1,ZBTB25,1
ATXN1,BRCA1,1
ATXN1,CBX5,1
ATXN1,SF3B3,1
ATXN1,WDR37,1
ATXN1,OSTM1,1
ATXN1,SPCS1,1
ATXN1,E2F5,1
ATXN1,HMGB1,1
ATXN1,ITGA2,1
ATXN1,JAK1,1
ATXN1,MSH3,1
ATXN1,PPP1R12B,1
ATXN1,PPP6C,2
ATXN1,RNASEH1,1
ATXN1,CCL5,1
ATXN1,E2F2,1
ATXN1,EIF2S1,1
ATXN1,KCNMB1,1
ATXN1,BNIP2,1
ATXN1,DUSP2,1
ATXN1,PKNOX1,1
ATXN1,WIPF2,1
ATXN1,ANKRD13C,1
ATXN1,MAPRE3,1
ATXN1,MFN1,1
ATXN1,KCND3,1
ATXN1,ESR1,2
ATXN1,ORAI2,1
ATXN1,YIPF4,1
ATXN1,GINS4,1
ATXN1,PURB,1
ATXN1,ZNF280B,1
ATXN1,C15orf40,1
ATXN1,CXorf38,2
ATXN1,VTI1A,1
ATXN1,ANKS4B,1
ATXN1,RRN3,1
ATXN1,ZYG11A,1
ATXN1,NME6,1
ATXN1,RUNX3,1
ATXN1,RPS6KA5,1
ATXN1,ALDH9A1,1
ATXN1,REEP3,1
ATXN1,AKTIP,1
ATXN1,FBXO48,1
ATXN1,COX19,1
ATXN1,GPR155,1
ATXN1,MUC17,1
ATXN1,CRCP,1
ATXN1,FMR1,1
ATXN1,ERC1,1
ATXN1,TRPS1,1
ATXN1,SSX2IP,1
ATXN1,ERBB4,1
ATXN1,POU3F2,1
ATXN1,AMMECR1L,1
ATXN1,TIAM1,1
ATXN1,MAPK10,1
ATXN1,ZNF652,1
ATXN1,IQCE,1
ATXN1,PTPRF,1
ATXN1,DYRK3,1
ATXN1,STAMBP,1
ATXN1,SLC19A3,1
ATXN1,CABYR,1
ATXN1,CAMKK1,1
ATXN1,UBN2,1
ATXN1,MIDN,1
ATXN1,AKT3,1
ATXN1,PRDM16,1
ATXN1,LIMS1,1
ATXN1,BRD1,1
ATXN1,EEF1A1,1
ATXN1,DKK2,1
ATXN1,POGZ,1
ATXN1,ANKRD28,1
ATXN1,PHF21A,1
ATXN1,NDUFS1,1
ATXN1,CROT,1
ATXN1,C19orf12,1
ATXN1,GPR107,1
ATXN1,TNKS2,1
ATXN1,NDFIP1,1
ATXN1,SIRT1,1
ATXN1,SLC30A7,1
ATXN1,STMN1,1
ATXN1,VANGL1,1
ATXN1,PEG10,1
ATXN1,TNFSF10,1
ATXN1,ARID1A,1
ATXN1,ZNF236,1
ATXN1,KPNA6,1
ATXN1,RHOA,1
ATXN1,HNRNPD,1
ATXN1,ABLIM1,1
ATXN1,DENR,1
ATXN1,SNX4,1
ATXN1,DDX6,1
ATXN1,TCEAL1,1
ATXN1,LRP6,1
ATXN1,SLC10A7,1
ATXN1,PCDHA3,1
ATXN1,PCDHAC1,1
ATXN1,BMF,1
ATXN1,BRWD1,1
ATXN1,RBM33,1
ATXN1,TMEM183A,1
ATXN1,SELE,1
TCF20,EFHD2,1
TPM3,ERGIC1,1
TPM3,ATP6V1A,1
TPM3,CSNK2A1,1
TPM3,PEX5L,1
TPM3,SLC46A1,1
TPM3,CYBRD1,1
TPM3,GNA13,1
TPM3,PAG1,1
TPM3,MECP2,1
TPM3,IGFBP4,1
TPM3,YY1,1
TPM3,RSBN1,1
TPM3,BLCAP,1
TPM3,REL,1
TPM3,KY,1
TPM3,SLC12A7,1
TPM3,KLHDC8B,1
TPM3,POLR3G,1
TPM3,BIVM,1
TPM3,PTGS1,1
TPM3,OLFML2A,1
TPM3,APOL6,1
TPM3,RAB8A,1
TPM3,MAT2A,1
TPM3,LSM4,1
TPM3,LIMD1,1
TPM3,ZNF551,1
TPM3,CPEB4,1
TPM3,GANAB,1
TPM3,GK5,1
TPM3,KCTD15,1
TPM3,UBE2V1,1
TPM3,CD180,1
TPM3,SLC39A11,1
TPM3,RAB5B,1
TPM3,CDK6,1
TPM3,NUFIP2,1
TPM3,RLIM,1
TPM3,HIGD1A,1
TPM3,AP2B1,1
TPM3,RASSF4,1
TPM3,AP3M1,1
TPM3,ABLIM3,1
TPM3,GDPD5,1
TPM3,FGFR1,1
TPM3,BCL2L13,1
TPM3,KIF1B,1
TPM3,ZNRF1,1
TPM3,CTNNB1,1
TPM3,MAPK8,1
TPM3,UBE2I,1
TPM3,GMEB2,1
TPM3,SH3BP4,1
TPM3,PSMD10,1
TPM3,SCN4B,1
TPM3,ERC1,1
TPM3,CNNM2,1
TPM3,MEF2C,1
TPM3,GSR,1
TPM3,CLEC2D,1
TPM3,CALU,1
TPM3,CPD,1
TPM3,NFIC,1
TPM3,TBPL1,1
TPM3,TRPS1,1
TPM3,PHLPP2,1
TPM3,RASA1,1
TPM3,ZBTB8B,1
TPM3,PPARGC1B,1
TPM3,ZBTB33,1
TPM3,SUGT1,1
TPM3,WASF2,1
TPM3,AHSA1,1
TPM3,CD274,1
TPM3,NRAS,1
TPM3,PLXNB1,1
TPM3,FLOT2,1
TPM3,POU4F2,1
TPM3,ASH1L,1
TPM3,SRD5A3,1
TPM3,ALPK2,1
TPM3,BAX,1
TPM3,MAPK14,1
TPM3,PGAM4,1
TPM3,LRTM2,1
ERGIC1,ATP6V1A,1
ERGIC1,CSNK2A1,1
ERGIC1,PEX5L,1
ERGIC1,SLC46A1,1
ERGIC1,CYBRD1,1
ERGIC1,GNA13,1
ERGIC1,PAG1,1
ERGIC1,MECP2,1
ERGIC1,IGFBP4,1
ERGIC1,YY1,1
ERGIC1,RSBN1,1
ATP6V1A,CSNK2A1,1
ATP6V1A,PEX5L,1
ATP6V1A,SLC46A1,1
ATP6V1A,CYBRD1,1
ATP6V1A,GNA13,1
ATP6V1A,PAG1,1
ATP6V1A,MECP2,1
ATP6V1A,IGFBP4,1
ATP6V1A,YY1,1
ATP6V1A,RSBN1,1
CSNK2A1,PEX5L,1
CSNK2A1,SLC46A1,1
CSNK2A1,CYBRD1,1
CSNK2A1,GNA13,1
CSNK2A1,PAG1,1
CSNK2A1,MECP2,1
CSNK2A1,IGFBP4,1
CSNK2A1,YY1,1
CSNK2A1,RSBN1,1
CSNK2A1,CCNL1,1
CSNK2A1,ZNF394,1
CSNK2A1,JAG1,1
CSNK2A1,CSGALNACT1,1
CSNK2A1,EXTL3,1
CSNK2A1,KIT,1
CSNK2A1,OXSR1,1
CSNK2A1,HES1,1
CSNK2A1,POLA2,1
CSNK2A1,PDE11A,1
CSNK2A1,ZNF846,1
CSNK2A1,CHCHD4,1
CSNK2A1,DDI2,1
CSNK2A1,ZNF584,1
CSNK2A1,SLC26A2,1
CSNK2A1,PODXL,1
PEX5L,SLC46A1,1
PEX5L,CYBRD1,1
PEX5L,GNA13,1
PEX5L,PAG1,1
PEX5L,MECP2,1
PEX5L,IGFBP4,1
PEX5L,YY1,1
PEX5L,RSBN1,1
SLC46A1,CYBRD1,1
SLC46A1,GNA13,1
SLC46A1,PAG1,1
SLC46A1,MECP2,1
SLC46A1,IGFBP4,1
SLC46A1,YY1,1
SLC46A1,RSBN1,1
CYBRD1,GNA13,1
CYBRD1,PAG1,1
CYBRD1,MECP2,1
CYBRD1,IGFBP4,1
CYBRD1,YY1,1
CYBRD1,RSBN1,1
GNA13,PAG1,1
GNA13,MECP2,1
GNA13,IGFBP4,1
GNA13,YY1,1
GNA13,RSBN1,1
GNA13,SMAD4,1
GNA13,ZNF275,1
GNA13,CCNT1,1
GNA13,SOX4,1
GNA13,TNRC6B,1
GNA13,HIF1AN,1
GNA13,ZNF805,1
GNA13,NFAT5,1
GNA13,NUDT3,1
GNA13,E2F2,1
GNA13,RASA1,1
GNA13,RHOA,1
GNA13,SDC4,1
GNA13,PPP2R2A,1
GNA13,OTUD4,1
GNA13,PHLDA1,1
GNA13,BAHD1,1
GNA13,NPM1,1
GNA13,RPL7L1,1
GNA13,SLC1A2,1
GNA13,SRC,1
GNA13,MYO1D,1
GNA13,ZNF331,1
GNA13,RPS4Y1,1
GNA13,SATB2,1
GNA13,SPRED1,1
GNA13,IL5RA,1
GNA13,NF2,1
GNA13,RAB27A,1
GNA13,CXCL12,1
GNA13,NDFIP2,1
GNA13,SRPX2,1
GNA13,SERTAD2,1
GNA13,KLHDC10,1
GNA13,XPO6,1
GNA13,INTU,1
GNA13,UBA6,1
GNA13,RDX,1
GNA13,JARID2,1
GNA13,ARPC5,1
GNA13,STK40,1
GNA13,SFXN1,1
GNA13,EDC3,1
GNA13,ETS1,1
GNA13,CDK1,1
GNA13,SP7,1
GNA13,CASR,1
GNA13,MMP16,1
GNA13,FRK,1
GNA13,ABCB9,1
GNA13,QSER1,1
GNA13,NFATC2IP,1
GNA13,PPM1L,1
GNA13,PPIL2,1
GNA13,NFE2L1,1
GNA13,AR,1
GNA13,RPL37A,1
GNA13,MXRA7,1
PAG1,MECP2,1
PAG1,IGFBP4,1
PAG1,YY1,1
PAG1,RSBN1,1
MECP2,IGFBP4,1
MECP2,YY1,1
MECP2,RSBN1,1
MECP2,PPP1R11,1
MECP2,KIF21A,1
MECP2,SBNO1,1
MECP2,ACVR2A,1
MECP2,GPR27,1
MECP2,TCF3,1
MECP2,BCL2,1
MECP2,KANK1,1
MECP2,FGF2,1
MECP2,ZNF275,1
MECP2,TMEM135,1
MECP2,GOSR1,1
MECP2,GNB1,1
MECP2,PLEKHA1,1
MECP2,AVL9,1
MECP2,HNRNPA2B1,1
MECP2,MTHFR,1
MECP2,CHEK1,1
MECP2,TBL1XR1,1
MECP2,RASEF,1
MECP2,TAB3,1
MECP2,CPNE1,1
MECP2,LRRC57,1
MECP2,LSM11,1
MECP2,RAB3IP,1
MECP2,CBFA2T3,1
MECP2,DICER1,1
MECP2,SMURF1,1
MECP2,RASSF5,1
MECP2,GNAL,1
MECP2,BSG,1
MECP2,UBE2V1,1
MECP2,CCDC80,1
MECP2,CYLD,1
MECP2,ZBTB34,1
MECP2,SEC61A1,1
MECP2,HEYL,1
MECP2,TSC22D2,1
MECP2,CPEB3,1
MECP2,WIPI2,1
MECP2,SERBP1,1
MECP2,AKAP11,1
MECP2,CDC37L1,1
MECP2,STX17,1
MECP2,RFK,1
MECP2,PDE4D,1
MECP2,BAG4,1
MECP2,BZW1,1
MECP2,CCNE1,1
MECP2,CCNT1,1
MECP2,CCNT2,1
MECP2,TPI1,1
MECP2,SHOC2,1
MECP2,DNAJC10,1
MECP2,ABCB7,1
MECP2,CDV3,1
MECP2,ETNK1,1
MECP2,C21orf62,1
MECP2,MIB1,1
MECP2,TAOK1,1
MECP2,RPRD1B,1
MECP2,HAUS3,1
MECP2,DCAF17,1
MECP2,GABARAPL1,1
MECP2,LUZP1,1
MECP2,SMAD3,1
MECP2,TKTL1,1
MECP2,VEGFA,1
MECP2,THRAP3,1
MECP2,CD180,1
MECP2,ACTR2,1
MECP2,ARIH1,1
MECP2,PURA,1
MECP2,MLLT6,1
MECP2,PSKH1,1
MECP2,YWHAQ,1
MECP2,VPS4A,1
MECP2,RACGAP1,1
MECP2,VCL,1
MECP2,SOCS5,1
MECP2,OCRL,1
MECP2,KPNA1,1
MECP2,PAFAH1B2,1
MECP2,CCL4,1
MECP2,SNCG,1
MECP2,CREG1,1
MECP2,ARHGDIA,1
MECP2,MAP4K2,1
MECP2,RAPH1,1
MECP2,MAFK,1
MECP2,ENTPD6,1
MECP2,APP,1
MECP2,SH3BGRL2,1
MECP2,KATNAL1,1
MECP2,GNAT1,1
MECP2,ZNF585B,1
MECP2,YTHDC1,1
MECP2,ZNF284,1
IGFBP4,YY1,1
IGFBP4,RSBN1,1
YY1,RSBN1,1
YY1,DNAJB6,1
YY1,GANAB,1
YY1,TMEM167A,1
YY1,PPP1R11,1
YY1,VEGFA,1
YY1,CCNL1,1
YY1,TFAM,1
YY1,PODXL,1
YY1,CD44,1
YY1,POU2F1,1
YY1,G3BP2,1
YY1,EFNB1,1
YY1,CAMTA1,1
YY1,C18orf32,1
YY1,CDK6,1
YY1,YOD1,1
YY1,CYCS,1
YY1,BRCA1,1
YY1,SF3B3,1
YY1,E2F5,1
YY1,HMGB1,1
YY1,BNIP2,1
YY1,REEP3,1
YY1,DDAH1,1
YY1,SUGT1,1
YY1,SIRT1,1
YY1,PEG10,1
YY1,CAPRIN1,1
YY1,PPARA,1
YY1,UBXN2B,1
YY1,VAV3,1
YY1,HDLBP,1
YY1,GNPDA1,1
YY1,PLA2G2D,1
YY1,CDC23,1
YY1,NLRC5,1
YY1,CPT2,1
YY1,ADARB1,1
YY1,CFLAR,1
YY1,GAPVD1,1
YY1,OPA1,1
YY1,CD40,1
YY1,ERLIN2,1
YY1,SYNGR2,1
YY1,AXIN2,1
YY1,CLTB,1
YY1,NUP98,1
YY1,ITGA6,1
YY1,TPM1,1
YY1,LARP1,1
YY1,CDON,1
YY1,ANKS1A,1
YY1,CASP6,1
YY1,CDC25C,1
YY1,KCNH1,1
YY1,MKLN1,1
YY1,AKT1,1
YY1,ADNP,1
YY1,RBM12,1
YY1,FUT8,1
YY1,SPTBN1,1
YY1,APAF1,1
YY1,SYNE2,1
YY1,BIRC3,1
YY1,ZDHHC16,1
YY1,DIABLO,1
YY1,NDRG1,1
YY1,TRAF3,1
YY1,IRGQ,1
YY1,EXT2,1
YY1,MTAP,1
YY1,TMOD2,1
YY1,BCLAF1,1
YY1,RNF40,1
YY1,MTMR9,1
YY1,GIGYF2,1
YY1,GDE1,1
YY1,FIGN,1
YY1,POLR3E,1
YY1,TGIF2,1
YY1,CASP10,1
YY1,KIF2A,1
YY1,FAM104A,1
YY1,NUCKS1,1
YY1,ACSL4,1
YY1,WDR77,1
YY1,MAP4,1
YY1,PLIN3,1
YY1,RRM2,1
YY1,LEF1,1
YY1,XIAP,1
YY1,GYG1,1
YY1,FOSL1,1
YY1,UST,1
YY1,CCT3,1
YY1,PDGFRA,1
YY1,RRAS,1
YY1,ERLIN1,1
YY1,SNTB2,1
YY1,RAB3GAP2,1
YY1,AKR1B1,1
YY1,GATA4,1
YY1,CXCL9,1
YY1,CCL22,1
YY1,PDXK,1
YY1,PEA15,1
YY1,HRK,1
YY1,TNFRSF10A,1
YY1,BCL10,1
YY1,CDKN1B,1
YY1,PKP2,1
YY1,STX1A,1
YY1,TSN,1
YY1,TOMM40,1
YY1,RBCK1,1
YY1,EDEM3,1
YY1,ZSWIM7,1
YY1,RNF169,1
YY1,BCL2A1,1
YY1,AIFM1,1
YY1,ALS2,1
YY1,LLPH,1
YY1,MBD6,1
YY1,FKBP1B,1
YY1,TPCN2,1
YY1,GDF5,1
YY1,MOV10,1
YY1,CD70,1
YY1,TNF,1
YY1,POLR2A,1
YY1,RPL37,1
YY1,BIRC5,1
YY1,TGFBR2,1
EIF4EBP1,RHOC,1
EIF4EBP1,DMKN,1
EIF4EBP1,DNAJB6,1
EIF4EBP1,NFKB1,1
EIF4EBP1,LNPEP,1
EIF4EBP1,TERT,1
EIF4EBP1,ZMYND11,1
EIF4EBP1,EID1,1
EIF4EBP1,YAP1,1
EIF4EBP1,MXD1,1
EIF4EBP1,MEAF6,1
EIF4EBP1,IGF2BP1,1
EIF4EBP1,BLCAP,1
EIF4EBP1,CELF1,1
EIF4EBP1,S100A1,1
EIF4EBP1,FOXC1,1
EIF4EBP1,CDH2,1
EIF4EBP1,RPA1,1
EIF4EBP1,IGLON5,1
EIF4EBP1,CCND1,1
EIF4EBP1,BCL11A,1
EIF4EBP1,ZNF426,1
EIF4EBP1,PHKG2,1
RHOC,DMKN,1
RHOC,DNAJB6,1
RHOC,NFKB1,1
RHOC,LNPEP,1
RHOC,TERT,1
RHOC,ZMYND11,1
RHOC,EID1,1
RHOC,YAP1,1
RHOC,MXD1,1
RHOC,MEAF6,1
RHOC,IGF2BP1,1
RHOC,BLCAP,1
RHOC,CELF1,1
RHOC,S100A1,1
RHOC,FOXC1,1
RHOC,CDH2,1
RHOC,RPA1,1
RHOC,IGLON5,1
RHOC,CCND1,1
RHOC,BCL11A,1
RHOC,ZNF426,1
RHOC,PHKG2,1
DMKN,DNAJB6,1
DMKN,NFKB1,1
DMKN,LNPEP,1
DMKN,TERT,1
DMKN,ZMYND11,1
DMKN,EID1,1
DMKN,YAP1,1
DMKN,MXD1,1
DMKN,MEAF6,1
DMKN,IGF2BP1,1
DMKN,BLCAP,1
DMKN,CELF1,1
DMKN,S100A1,1
DMKN,FOXC1,1
DMKN,CDH2,1
DMKN,RPA1,1
DMKN,IGLON5,1
DMKN,CCND1,1
DMKN,BCL11A,1
DMKN,ZNF426,1
DMKN,PHKG2,1
DNAJB6,NFKB1,1
DNAJB6,LNPEP,1
DNAJB6,TERT,1
DNAJB6,ZMYND11,1
DNAJB6,EID1,1
DNAJB6,YAP1,1
DNAJB6,MXD1,1
DNAJB6,MEAF6,1
DNAJB6,IGF2BP1,1
DNAJB6,BLCAP,1
DNAJB6,CELF1,1
DNAJB6,S100A1,1
DNAJB6,FOXC1,1
DNAJB6,CDH2,1
DNAJB6,RPA1,1
DNAJB6,IGLON5,1
DNAJB6,CCND1,1
DNAJB6,BCL11A,1
DNAJB6,ZNF426,1
DNAJB6,PHKG2,1
DNAJB6,GANAB,1
DNAJB6,TMEM167A,1
DNAJB6,PPP1R11,1
DNAJB6,VEGFA,1
DNAJB6,CCNL1,1
DNAJB6,TFAM,1
DNAJB6,PODXL,1
DNAJB6,CD44,1
DNAJB6,POU2F1,1
DNAJB6,G3BP2,1
DNAJB6,EFNB1,1
DNAJB6,CAMTA1,1
DNAJB6,C18orf32,1
DNAJB6,CDK6,1
DNAJB6,YOD1,1
DNAJB6,CYCS,1
DNAJB6,BRCA1,1
DNAJB6,SF3B3,1
