"subject","predicate","object"
"http://dbpedia.org/resource/Non-small-cell_lung_carcinoma","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/B-RAF","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/B-RAF","http://dbpedia.org/ontology/wikiPageRedirects","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/B-Raf_inhibitor","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/B-Raf_inhibitor","http://dbpedia.org/ontology/wikiPageRedirects","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/B-raf_1","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/B-raf_1","http://dbpedia.org/ontology/wikiPageRedirects","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/BRAF1","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/BRAF1","http://dbpedia.org/ontology/wikiPageRedirects","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/BRAF_gene","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/BRAF_gene","http://dbpedia.org/ontology/wikiPageRedirects","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/BRAF_inhibitor","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/BRAF_inhibitor","http://dbpedia.org/ontology/wikiPageRedirects","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/Braf1","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/Braf1","http://dbpedia.org/ontology/wikiPageRedirects","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/Braf_inhibitor","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/Braf_inhibitor","http://dbpedia.org/ontology/wikiPageRedirects","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/V-raf_murine_sarcoma_viral_oncogene_homolog_B1","http://dbpedia.org/ontology/wikiPageWikiLink","http://dbpedia.org/resource/BRAF_(gene)"
"http://dbpedia.org/resource/V-raf_murine_sarcoma_viral_oncogene_homolog_B1","http://dbpedia.org/ontology/wikiPageRedirects","http://dbpedia.org/resource/BRAF_(gene)"
