#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BCL11A	TPM4	9606.ENSP00000496168	9606.ENSP00000494125	0	0	0.500	0	0.499
BGN	TGFB1	9606.ENSP00000327336	9606.ENSP00000221930	0	0.292	0.500	0	0.630
BMPR1B	TF	9606.ENSP00000401907	9606.ENSP00000385834	0	0	0.540	0	0.540
BMPR1B	RGMA	9606.ENSP00000401907	9606.ENSP00000452126	0	0	0.900	0	0.900
BZW1	CDC5L	9606.ENSP00000394316	9606.ENSP00000360532	0	0.427	0	0	0.426
CA12	CA4	9606.ENSP00000178638	9606.ENSP00000300900	0	0	0.500	0	0.499
CALD1	TPM4	9606.ENSP00000354826	9606.ENSP00000494125	0	0	0.500	0	0.499
CALD1	MYH11	9606.ENSP00000354826	9606.ENSP00000379616	0	0	0.800	0	0.800
CALD1	LMOD1	9606.ENSP00000354826	9606.ENSP00000356257	0	0.195	0.800	0	0.832
CALU	TMED2	9606.ENSP00000438248	9606.ENSP00000262225	0	0.479	0	0	0.479
CALU	DNAJC10	9606.ENSP00000438248	9606.ENSP00000264065	0	0.520	0	0	0.520
CALU	P4HB	9606.ENSP00000438248	9606.ENSP00000327801	0	0.611	0	0	0.611
CALU	TPD52	9606.ENSP00000438248	9606.ENSP00000429309	0	0.421	0	0	0.420
CALU	DNAJC3	9606.ENSP00000438248	9606.ENSP00000473631	0	0.443	0	0	0.443
CANX	CD74	9606.ENSP00000247461	9606.ENSP00000009530	0	0.169	0.500	0	0.566
CANX	PGRMC1	9606.ENSP00000247461	9606.ENSP00000217971	0	0.457	0	0	0.457
CANX	SEC61A1	9606.ENSP00000247461	9606.ENSP00000243253	0	0.457	0	0	0.457
CANX	ITGB1	9606.ENSP00000247461	9606.ENSP00000379350	0	0.457	0	0	0.457
CANX	HLA-DRA	9606.ENSP00000247461	9606.ENSP00000378786	0	0	0.500	0	0.499
CANX	VDAC1	9606.ENSP00000247461	9606.ENSP00000378487	0	0.440	0	0	0.440
CANX	TMX1	9606.ENSP00000247461	9606.ENSP00000393316	0	0.480	0	0	0.480
CAP2	CFL1	9606.ENSP00000229922	9606.ENSP00000432660	0	0.726	0	0	0.726
CARMIL1	MYO6	9606.ENSP00000331983	9606.ENSP00000358994	0	0	0.540	0	0.540
CARMIL1	PDLIM5	9606.ENSP00000331983	9606.ENSP00000480359	0	0	0.540	0	0.540
CCL28	CXCL10	9606.ENSP00000354416	9606.ENSP00000305651	0	0.734	0	0	0.734
CCL28	CXCR4	9606.ENSP00000354416	9606.ENSP00000386884	0	0	0.650	0	0.650
CCL28	CXCL9	9606.ENSP00000354416	9606.ENSP00000354901	0	0.734	0	0	0.734
CCL4	CXCR4	9606.ENSP00000482259	9606.ENSP00000386884	0	0	0.650	0	0.650
CCN1	ZWINT	9606.ENSP00000398736	9606.ENSP00000363055	0	0.724	0	0	0.724
CCNG2	PPP2R5C	9606.ENSP00000315743	9606.ENSP00000412324	0	0.457	0	0	0.457
CCT2	XRN2	9606.ENSP00000299300	9606.ENSP00000366396	0	0	0.500	0	0.499
CCT2	SPAG1	9606.ENSP00000299300	9606.ENSP00000373450	0	0	0.540	0	0.540
CCT2	GNB1	9606.ENSP00000299300	9606.ENSP00000367872	0	0.229	0.500	0	0.598
CCT2	HSP90AB1	9606.ENSP00000299300	9606.ENSP00000360609	0	0.292	0.720	0	0.793
CCT2	STIP1	9606.ENSP00000299300	9606.ENSP00000351646	0	0	0.900	0	0.900
CD74	EIF2S3	9606.ENSP00000009530	9606.ENSP00000253039	0	0.448	0	0	0.448
CD74	SAR1B	9606.ENSP00000009530	9606.ENSP00000385432	0	0	0.500	0	0.499
CD74	RPS23	9606.ENSP00000009530	9606.ENSP00000296674	0	0.496	0	0	0.495
CD74	HLA-DRA	9606.ENSP00000009530	9606.ENSP00000378786	0	0.933	0.900	0	0.993
CDC5L	SRSF1	9606.ENSP00000360532	9606.ENSP00000258962	0	0.907	0	0	0.907
CDC5L	PRKDC	9606.ENSP00000360532	9606.ENSP00000313420	0	0.427	0	0	0.426
CDC5L	DHX15	9606.ENSP00000360532	9606.ENSP00000336741	0	0.953	0	0	0.953
CDC5L	SPTBN1	9606.ENSP00000360532	9606.ENSP00000349259	0	0.409	0	0	0.408
CDC5L	TOP2A	9606.ENSP00000360532	9606.ENSP00000411532	0	0.459	0	0	0.459
CDC5L	LSM4	9606.ENSP00000360532	9606.ENSP00000469468	0	0.800	0	0	0.800
CDH11	CTNNA1	9606.ENSP00000268603	9606.ENSP00000304669	0	0.042	0.540	0	0.540
CFB	CFD	9606.ENSP00000416561	9606.ENSP00000468253	0	0.900	0.900	0	0.989
CFL1	UBE2M	9606.ENSP00000432660	9606.ENSP00000253023	0	0.457	0	0	0.457
CFL1	TWF1	9606.ENSP00000432660	9606.ENSP00000449428	0	0.518	0	0	0.518
CIDEA	CIDEC	9606.ENSP00000320209	9606.ENSP00000373328	0	0.292	0.900	0	0.926
CILP	HLA-DRA	9606.ENSP00000261883	9606.ENSP00000378786	0	0.800	0	0	0.800
CITED2	TFAP2A	9606.ENSP00000444198	9606.ENSP00000501092	0	0.457	0.700	0	0.830
CLDN3	CLDN8	9606.ENSP00000378577	9606.ENSP00000382783	0	0	0.650	0	0.650
CLDND1	GOLGA7	9606.ENSP00000377735	9606.ENSP00000350378	0	0.646	0	0	0.646
COG5	MAN2A1	9606.ENSP00000297135	9606.ENSP00000261483	0	0	0.500	0	0.499
COL10A1	COL8A1	9606.ENSP00000327368	9606.ENSP00000261037	0	0	0.540	0	0.540
COL10A1	CRTAP	9606.ENSP00000327368	9606.ENSP00000323696	0	0.163	0.500	0	0.563
COL10A1	COL12A1	9606.ENSP00000327368	9606.ENSP00000325146	0	0.164	0.400	0	0.476
COL10A1	COL8A2	9606.ENSP00000327368	9606.ENSP00000380901	0	0	0.400	0	0.400
COL10A1	P4HB	9606.ENSP00000327368	9606.ENSP00000327801	0	0.363	0.500	0	0.667
COL11A1	COL1A1	9606.ENSP00000359114	9606.ENSP00000225964	0	0	0.720	0	0.720
COL11A1	COL1A2	9606.ENSP00000359114	9606.ENSP00000297268	0	0	0.900	0	0.900
COL11A1	COL3A1	9606.ENSP00000359114	9606.ENSP00000304408	0	0	0.720	0	0.720
COL11A1	CRTAP	9606.ENSP00000359114	9606.ENSP00000323696	0	0	0.500	0	0.499
COL11A1	P4HB	9606.ENSP00000359114	9606.ENSP00000327801	0	0	0.500	0	0.499
COL11A1	COL5A1	9606.ENSP00000359114	9606.ENSP00000360882	0	0	0.720	0	0.720
COL11A1	COL5A2	9606.ENSP00000359114	9606.ENSP00000364000	0	0	0.720	0	0.720
COL12A1	COL8A1	9606.ENSP00000325146	9606.ENSP00000261037	0	0	0.400	0	0.400
COL12A1	CRTAP	9606.ENSP00000325146	9606.ENSP00000323696	0	0	0.500	0	0.499
COL12A1	P4HB	9606.ENSP00000325146	9606.ENSP00000327801	0	0	0.500	0	0.499
COL12A1	COL8A2	9606.ENSP00000325146	9606.ENSP00000380901	0	0.206	0.400	0	0.503
COL1A1	P4HB	9606.ENSP00000225964	9606.ENSP00000327801	0	0.292	0.500	0	0.630
COL1A1	CRTAP	9606.ENSP00000225964	9606.ENSP00000323696	0	0.292	0.500	0	0.630
COL1A1	FN1	9606.ENSP00000225964	9606.ENSP00000346839	0	0.483	0	0	0.483
COL1A1	THBS1	9606.ENSP00000225964	9606.ENSP00000260356	0	0.457	0	0	0.457
COL1A1	COL5A1	9606.ENSP00000225964	9606.ENSP00000360882	0	0.230	0.720	0	0.775
COL1A1	COL5A2	9606.ENSP00000225964	9606.ENSP00000364000	0	0	0.720	0	0.720
COL1A1	COL3A1	9606.ENSP00000225964	9606.ENSP00000304408	0	0	0.900	0	0.900
COL1A1	COL1A2	9606.ENSP00000225964	9606.ENSP00000297268	0	0.492	0.900	0	0.947
COL1A2	P4HB	9606.ENSP00000297268	9606.ENSP00000327801	0	0	0.500	0	0.499
COL1A2	CRTAP	9606.ENSP00000297268	9606.ENSP00000323696	0	0	0.500	0	0.499
COL1A2	COL5A1	9606.ENSP00000297268	9606.ENSP00000360882	0	0.230	0.720	0	0.775
COL1A2	COL5A2	9606.ENSP00000297268	9606.ENSP00000364000	0	0	0.720	0	0.720
COL1A2	COL3A1	9606.ENSP00000297268	9606.ENSP00000304408	0	0.229	0.900	0	0.919
COL3A1	CRTAP	9606.ENSP00000304408	9606.ENSP00000323696	0	0	0.500	0	0.499
COL3A1	P4HB	9606.ENSP00000304408	9606.ENSP00000327801	0	0	0.500	0	0.499
COL3A1	COL5A1	9606.ENSP00000304408	9606.ENSP00000360882	0	0	0.720	0	0.720
COL3A1	COL5A2	9606.ENSP00000304408	9606.ENSP00000364000	0	0	0.720	0	0.720
COL5A1	TGFB1	9606.ENSP00000360882	9606.ENSP00000221930	0	0.405	0	0	0.404
COL5A1	CRTAP	9606.ENSP00000360882	9606.ENSP00000323696	0	0	0.500	0	0.499
COL5A1	P4HB	9606.ENSP00000360882	9606.ENSP00000327801	0	0	0.500	0	0.499
COL5A1	COL5A2	9606.ENSP00000360882	9606.ENSP00000364000	0	0	0.800	0	0.800
COL5A2	CRTAP	9606.ENSP00000364000	9606.ENSP00000323696	0	0	0.500	0	0.499
COL5A2	P4HB	9606.ENSP00000364000	9606.ENSP00000327801	0	0	0.500	0	0.499
COL6A1	CRTAP	9606.ENSP00000355180	9606.ENSP00000323696	0	0	0.500	0	0.499
COL6A1	P4HB	9606.ENSP00000355180	9606.ENSP00000327801	0	0	0.500	0	0.499
COL6A1	COL6A6	9606.ENSP00000355180	9606.ENSP00000351310	0	0	0.400	0	0.400
COL6A6	CRTAP	9606.ENSP00000351310	9606.ENSP00000323696	0	0	0.500	0	0.499
COL6A6	P4HB	9606.ENSP00000351310	9606.ENSP00000327801	0	0	0.500	0	0.499
COL8A1	P4HB	9606.ENSP00000261037	9606.ENSP00000327801	0	0	0.500	0	0.499
COL8A1	CRTAP	9606.ENSP00000261037	9606.ENSP00000323696	0	0.140	0.500	0	0.551
COL8A1	COL8A2	9606.ENSP00000261037	9606.ENSP00000380901	0	0.292	0.800	0	0.852
COL8A2	CRTAP	9606.ENSP00000380901	9606.ENSP00000323696	0	0.304	0.500	0	0.637
COL8A2	P4HB	9606.ENSP00000380901	9606.ENSP00000327801	0	0	0.500	0	0.499
COMMD10	UBE2M	9606.ENSP00000274458	9606.ENSP00000253023	0	0	0.500	0	0.499
COMMD10	WSB1	9606.ENSP00000274458	9606.ENSP00000262394	0	0	0.500	0	0.499
COMMD10	LRRC41	9606.ENSP00000274458	9606.ENSP00000477792	0	0	0.500	0	0.499
COMMD10	KLHL13	9606.ENSP00000274458	9606.ENSP00000419803	0	0	0.500	0	0.499
COMMD10	DDA1	9606.ENSP00000274458	9606.ENSP00000352928	0	0	0.500	0	0.499
COMMD10	DCAF10	9606.ENSP00000274458	9606.ENSP00000366953	0	0	0.500	0	0.499
COMP	ITGB1	9606.ENSP00000222271	9606.ENSP00000379350	0	0	0.500	0	0.499
CREB1	NOTCH2	9606.ENSP00000387699	9606.ENSP00000256646	0	0	0.500	0	0.499
CRYAB	HSPB2	9606.ENSP00000433560	9606.ENSP00000302476	0	0.524	0	0	0.524
CSNK1A1	PPP1R14A	9606.ENSP00000261798	9606.ENSP00000301242	0	0.457	0	0	0.457
CSNK1A1	PPP2R5C	9606.ENSP00000261798	9606.ENSP00000412324	0	0	0.500	0	0.499
CSNK1A1	RPS23	9606.ENSP00000261798	9606.ENSP00000296674	0	0.800	0	0	0.800
CSNK2A1	NOLC1	9606.ENSP00000217244	9606.ENSP00000385410	0	0.457	0	0	0.457
CSNK2A1	TOP2A	9606.ENSP00000217244	9606.ENSP00000411532	0	0.611	0	0	0.611
CSNK2A1	MME	9606.ENSP00000217244	9606.ENSP00000418525	0	0.457	0	0	0.457
CSNK2A1	DVL3	9606.ENSP00000217244	9606.ENSP00000316054	0	0.452	0.900	0	0.942
CSTA	SERPINE1	9606.ENSP00000264474	9606.ENSP00000223095	0	0	0.540	0	0.540
CSTA	PLAU	9606.ENSP00000264474	9606.ENSP00000361850	0	0	0.540	0	0.540
CSTA	CTSB	9606.ENSP00000264474	9606.ENSP00000345672	0	0.963	0.540	0	0.982
CTNNA1	MAPRE1	9606.ENSP00000304669	9606.ENSP00000364721	0	0.422	0	0	0.422
CTNNA1	DMD	9606.ENSP00000304669	9606.ENSP00000354923	0	0.431	0	0	0.430
CTSB	SERPINE1	9606.ENSP00000345672	9606.ENSP00000223095	0	0	0.540	0	0.540
CTSB	PLAU	9606.ENSP00000345672	9606.ENSP00000361850	0	0	0.540	0	0.540
CTSB	CTSS	9606.ENSP00000345672	9606.ENSP00000357981	0	0.059	0.900	0	0.901
CX3CL1	GNB1	9606.ENSP00000006053	9606.ENSP00000367872	0	0.800	0	0	0.800
CX3CL1	CXCR4	9606.ENSP00000006053	9606.ENSP00000386884	0	0	0.650	0	0.650
CXCL10	CXCL9	9606.ENSP00000305651	9606.ENSP00000354901	0	0.734	0.900	0	0.972
CXCL10	CXCR4	9606.ENSP00000305651	9606.ENSP00000386884	0	0	0.650	0	0.650
CXCL9	CXCR4	9606.ENSP00000354901	9606.ENSP00000386884	0	0	0.650	0	0.650
CYB5R3	HBB	9606.ENSP00000354468	9606.ENSP00000494175	0	0	0.720	0	0.720
DAAM1	RHOB	9606.ENSP00000378557	9606.ENSP00000272233	0	0.336	0.500	0	0.653
DAAM1	DVL3	9606.ENSP00000378557	9606.ENSP00000316054	0	0	0.900	0	0.900
DAAM1	RHOA	9606.ENSP00000378557	9606.ENSP00000400175	0	0.549	0.400	0	0.717
DAZAP2	HIP1	9606.ENSP00000448051	9606.ENSP00000336747	0	0.470	0	0	0.470
DAZAP2	REEP1	9606.ENSP00000448051	9606.ENSP00000392197	0	0.493	0	0	0.493
DCAF10	DDA1	9606.ENSP00000366953	9606.ENSP00000352928	0	0.184	0.900	0	0.914
DDX3X	FUS	9606.ENSP00000494040	9606.ENSP00000254108	0	0.451	0	0	0.451
DHX15	TRA2A	9606.ENSP00000336741	9606.ENSP00000297071	0	0.724	0	0	0.724
DHX15	SRPK2	9606.ENSP00000336741	9606.ENSP00000377262	0	0.421	0	0	0.420
DICER1	TSN	9606.ENSP00000437256	9606.ENSP00000374332	0	0	0.540	0	0.540
DIO2	WSB1	9606.ENSP00000451419	9606.ENSP00000262394	0	0.483	0	0	0.483
DIO2	UBE2G1	9606.ENSP00000451419	9606.ENSP00000380178	0	0.483	0	0	0.483
DMD	LAMB3	9606.ENSP00000354923	9606.ENSP00000375778	0	0	0.500	0	0.499
DMD	TPM4	9606.ENSP00000354923	9606.ENSP00000494125	0	0	0.500	0	0.499
DNAJB1	HSPH1	9606.ENSP00000254322	9606.ENSP00000487365	0	0.646	0	0	0.646
DNAJC10	P4HB	9606.ENSP00000264065	9606.ENSP00000327801	0	0.233	0.360	0	0.488
DNAJC3	P4HB	9606.ENSP00000473631	9606.ENSP00000327801	0	0.446	0	0	0.446
DNAJC3	HSPH1	9606.ENSP00000473631	9606.ENSP00000487365	0	0.461	0	0	0.461
DST	LAMB3	9606.ENSP00000307959	9606.ENSP00000375778	0	0	0.500	0	0.499
DST	MAPRE1	9606.ENSP00000307959	9606.ENSP00000364721	0	0.960	0	0	0.960
DST	PLEC	9606.ENSP00000307959	9606.ENSP00000323856	0	0	0.900	0	0.900
DVL3	RHOA	9606.ENSP00000316054	9606.ENSP00000400175	0	0	0.500	0	0.499
EIF2S3	RPS10-NUDT3	9606.ENSP00000253039	9606.ENSP00000492441	0	0.867	0	0	0.867
EIF2S3	RPS23	9606.ENSP00000253039	9606.ENSP00000296674	0	0.896	0	0	0.896
EIF5A	RPS23	9606.ENSP00000336702	9606.ENSP00000296674	0	0.868	0	0	0.868
EML4	FN1	9606.ENSP00000320663	9606.ENSP00000346839	0	0	0.400	0	0.400
EML4	HIP1	9606.ENSP00000320663	9606.ENSP00000336747	0	0	0.400	0	0.400
EML4	PRKAR1A	9606.ENSP00000320663	9606.ENSP00000376475	0	0	0.400	0	0.400
EML4	TPM4	9606.ENSP00000320663	9606.ENSP00000494125	0	0	0.500	0	0.499
ENC1	KLHL13	9606.ENSP00000499185	9606.ENSP00000419803	0	0.206	0.900	0	0.917
ENO1	PGK1	9606.ENSP00000495530	9606.ENSP00000362413	0	0.626	0	0	0.626
ENO1	HLA-DRA	9606.ENSP00000495530	9606.ENSP00000378786	0	0.900	0	0	0.900
ESR1	FKBP4	9606.ENSP00000405330	9606.ENSP00000001008	0	0.329	0.500	0	0.650
ESR1	MAPK1	9606.ENSP00000405330	9606.ENSP00000215832	0	0.457	0	0	0.457
ESR1	FOXA1	9606.ENSP00000405330	9606.ENSP00000250448	0	0.457	0.500	0	0.716
ESR1	TRAM1	9606.ENSP00000405330	9606.ENSP00000262213	0	0.457	0	0	0.457
ESR1	H2BC5	9606.ENSP00000405330	9606.ENSP00000289316	0	0.124	0.500	0	0.543
ESR1	FOS	9606.ENSP00000405330	9606.ENSP00000306245	0	0.457	0.900	0	0.943
ESR1	PGR	9606.ENSP00000405330	9606.ENSP00000325120	0	0.526	0.700	0	0.851
ESR1	NRIP1	9606.ENSP00000405330	9606.ENSP00000327213	0	0.526	0.500	0	0.752
ESR1	FN1	9606.ENSP00000405330	9606.ENSP00000346839	0	0.900	0	0	0.900
ESR1	SMC3	9606.ENSP00000405330	9606.ENSP00000354720	0	0.124	0.500	0	0.543
ESR1	TAB2	9606.ENSP00000405330	9606.ENSP00000356426	0	0.457	0	0	0.457
ESR1	H2BC21	9606.ENSP00000405330	9606.ENSP00000358151	0	0	0.500	0	0.499
ESR1	HSP90AB1	9606.ENSP00000405330	9606.ENSP00000360609	0	0.231	0.500	0	0.599
ESR1	GNB1	9606.ENSP00000405330	9606.ENSP00000367872	0	0.163	0.500	0	0.563
ESR1	GATA3	9606.ENSP00000405330	9606.ENSP00000368632	0	0.526	0.500	0	0.752
ESR1	GREB1	9606.ENSP00000405330	9606.ENSP00000370896	0	0.457	0.500	0	0.716
ESR1	TRPS1	9606.ENSP00000405330	9606.ENSP00000379065	0	0.420	0	0	0.420
ESR1	FHL1	9606.ENSP00000405330	9606.ENSP00000498684	0	0.457	0	0	0.457
ESR1	H2BC9	9606.ENSP00000405330	9606.ENSP00000479169	0	0	0.500	0	0.499
ESR1	H2BS1	9606.ENSP00000405330	9606.ENSP00000481622	0	0	0.500	0	0.499
ESR1	FKBP5	9606.ENSP00000405330	9606.ENSP00000444810	0	0.421	0.500	0	0.698
ESRP1	HNRNPF	9606.ENSP00000405738	9606.ENSP00000400433	0	0	0.500	0	0.499
ESRP1	RBFOX2	9606.ENSP00000405738	9606.ENSP00000413035	0	0	0.500	0	0.499
EVL	RHOA	9606.ENSP00000376652	9606.ENSP00000400175	0	0	0.500	0	0.499
EZR	SPTBN1	9606.ENSP00000338934	9606.ENSP00000349259	0	0	0.500	0	0.499
EZR	RHOA	9606.ENSP00000338934	9606.ENSP00000400175	0	0.448	0	0	0.448
EZR	TWF1	9606.ENSP00000338934	9606.ENSP00000449428	0	0	0.800	0	0.800
FABP4	LIPE	9606.ENSP00000256104	9606.ENSP00000244289	0	0.483	0.700	0	0.838
FAM120A	HNRNPC	9606.ENSP00000277165	9606.ENSP00000451291	0	0.480	0	0	0.480
FAM189A2	YWHAE	9606.ENSP00000304435	9606.ENSP00000264335	0	0.420	0	0	0.420
FAM189A2	YWHAZ	9606.ENSP00000304435	9606.ENSP00000379287	0	0.421	0	0	0.420
FGFR1OP	MAPRE1	9606.ENSP00000355812	9606.ENSP00000364721	0	0.457	0	0	0.457
FGFR3	SH3GL3	9606.ENSP00000339824	9606.ENSP00000320092	0	0	0.650	0	0.650
FGFR3	HSP90AB1	9606.ENSP00000339824	9606.ENSP00000360609	0	0.421	0	0	0.420
FKBP4	STIP1	9606.ENSP00000001008	9606.ENSP00000351646	0	0.345	0.500	0	0.658
FKBP4	PGR	9606.ENSP00000001008	9606.ENSP00000325120	0	0.089	0.800	0	0.810
FKBP4	FKBP5	9606.ENSP00000001008	9606.ENSP00000444810	0	0	0.900	0	0.900
FKBP4	HSP90AB1	9606.ENSP00000001008	9606.ENSP00000360609	0	0.509	0.500	0	0.744
FKBP5	PGR	9606.ENSP00000444810	9606.ENSP00000325120	0	0.457	0	0	0.457
FKBP5	STIP1	9606.ENSP00000444810	9606.ENSP00000351646	0	0.459	0.500	0	0.717
FKBP5	HSP90AB1	9606.ENSP00000444810	9606.ENSP00000360609	0	0.662	0.500	0	0.823
FN1	MAPK1	9606.ENSP00000346839	9606.ENSP00000215832	0	0	0.500	0	0.499
FN1	THBS1	9606.ENSP00000346839	9606.ENSP00000260356	0	0.437	0.720	0	0.835
FN1	HIP1	9606.ENSP00000346839	9606.ENSP00000336747	0	0	0.400	0	0.400
FN1	PRKAR1A	9606.ENSP00000346839	9606.ENSP00000376475	0	0	0.400	0	0.400
FN1	TPM4	9606.ENSP00000346839	9606.ENSP00000494125	0	0	0.500	0	0.499
FN1	ITGB1	9606.ENSP00000346839	9606.ENSP00000379350	0	0.952	0.500	0	0.974
FOLR1	TMED2	9606.ENSP00000377284	9606.ENSP00000262225	0	0	0.400	0	0.400
FOLR1	SEC23IP	9606.ENSP00000377284	9606.ENSP00000358071	0	0	0.500	0	0.499
FOLR1	SAR1B	9606.ENSP00000377284	9606.ENSP00000385432	0	0	0.500	0	0.499
FOS	FOXA1	9606.ENSP00000306245	9606.ENSP00000250448	0	0	0.500	0	0.499
FOS	H2BC5	9606.ENSP00000306245	9606.ENSP00000289316	0	0	0.500	0	0.499
FOS	IL6ST	9606.ENSP00000306245	9606.ENSP00000370698	0	0.422	0	0	0.422
FOS	H2BC9	9606.ENSP00000306245	9606.ENSP00000479169	0	0	0.500	0	0.499
FOS	H2BC21	9606.ENSP00000306245	9606.ENSP00000358151	0	0	0.500	0	0.499
FOS	H2BS1	9606.ENSP00000306245	9606.ENSP00000481622	0	0	0.500	0	0.499
FOS	GATA3	9606.ENSP00000306245	9606.ENSP00000368632	0	0.221	0.500	0	0.593
FOS	RUNX2	9606.ENSP00000306245	9606.ENSP00000360493	0	0.457	0.900	0	0.943
FOXA1	XRN2	9606.ENSP00000250448	9606.ENSP00000366396	0	0.457	0	0	0.457
FOXA1	H2BS1	9606.ENSP00000250448	9606.ENSP00000481622	0	0	0.500	0	0.499
FOXA1	H2BC5	9606.ENSP00000250448	9606.ENSP00000289316	0	0	0.500	0	0.499
FOXA1	H2BC21	9606.ENSP00000250448	9606.ENSP00000358151	0	0	0.500	0	0.499
FOXA1	H2BC9	9606.ENSP00000250448	9606.ENSP00000479169	0	0	0.500	0	0.499
FOXA1	PGR	9606.ENSP00000250448	9606.ENSP00000325120	0	0	0.500	0	0.499
FOXA1	NRIP1	9606.ENSP00000250448	9606.ENSP00000327213	0	0	0.800	0	0.800
FOXA1	GATA3	9606.ENSP00000250448	9606.ENSP00000368632	0	0.457	0.900	0	0.943
FOXC1	SRSF1	9606.ENSP00000493906	9606.ENSP00000258962	0	0.420	0	0	0.420
FUS	NAA50	9606.ENSP00000254108	9606.ENSP00000240922	0	0.457	0	0	0.457
FUS	TRA2A	9606.ENSP00000254108	9606.ENSP00000297071	0	0.430	0	0	0.430
FUS	XRN2	9606.ENSP00000254108	9606.ENSP00000366396	0	0.430	0	0	0.430
FUS	RBM6	9606.ENSP00000254108	9606.ENSP00000266022	0	0.436	0	0	0.436
FUS	HNRNPF	9606.ENSP00000254108	9606.ENSP00000400433	0	0.294	0.400	0	0.558
FUS	SRSF3	9606.ENSP00000254108	9606.ENSP00000362820	0	0.205	0.400	0	0.502
FUS	SRSF1	9606.ENSP00000254108	9606.ENSP00000258962	0	0.214	0.400	0	0.508
FUS	HNRNPU	9606.ENSP00000254108	9606.ENSP00000491215	0	0.464	0.400	0	0.664
FUS	HNRNPC	9606.ENSP00000254108	9606.ENSP00000451291	0	0.464	0.400	0	0.664
FUS	SRSF10	9606.ENSP00000254108	9606.ENSP00000420195	0	0.457	0.400	0	0.660
FXYD1	NDRG3	9606.ENSP00000481244	9606.ENSP00000345292	0	0.414	0	0	0.414
GATA3	H2BC5	9606.ENSP00000368632	9606.ENSP00000289316	0	0	0.500	0	0.499
GATA3	PGR	9606.ENSP00000368632	9606.ENSP00000325120	0	0	0.500	0	0.499
GATA3	NRIP1	9606.ENSP00000368632	9606.ENSP00000327213	0	0	0.800	0	0.800
GATA3	USP21	9606.ENSP00000368632	9606.ENSP00000356981	0	0.457	0.700	0	0.830
GATA3	H2BC21	9606.ENSP00000368632	9606.ENSP00000358151	0	0	0.500	0	0.499
GATA3	H2BC9	9606.ENSP00000368632	9606.ENSP00000479169	0	0	0.500	0	0.499
GATA3	H2BS1	9606.ENSP00000368632	9606.ENSP00000481622	0	0	0.500	0	0.499
GDI2	RAB5A	9606.ENSP00000369538	9606.ENSP00000273047	0	0.597	0.500	0	0.790
GDI2	RAB31	9606.ENSP00000369538	9606.ENSP00000461945	0	0.604	0.500	0	0.793
GDI2	RAB5C	9606.ENSP00000369538	9606.ENSP00000447053	0	0.655	0.500	0	0.820
GDI2	RAB1A	9606.ENSP00000369538	9606.ENSP00000387286	0	0.764	0.500	0	0.877
GFM1	MRPS30	9606.ENSP00000264263	9606.ENSP00000424328	0	0.809	0	0	0.809
GFM1	MRPL42	9606.ENSP00000264263	9606.ENSP00000449884	0	0.809	0	0	0.809
GFRA1	RET	9606.ENSP00000347591	9606.ENSP00000347942	0	0.952	0.800	0	0.990
GHR	JAK1	9606.ENSP00000483403	9606.ENSP00000499900	0	0.292	0.800	0	0.852
GNB1	OXTR	9606.ENSP00000367872	9606.ENSP00000324270	0	0.809	0	0	0.809
GNB1	PREX1	9606.ENSP00000367872	9606.ENSP00000361009	0	0.900	0	0	0.900
GOLGA7	SPTLC2	9606.ENSP00000350378	9606.ENSP00000216484	0	0	0.900	0	0.900
GPIHBP1	LPL	9606.ENSP00000480053	9606.ENSP00000497642	0	0.964	0.700	0	0.988
GSPT1	RPS23	9606.ENSP00000398131	9606.ENSP00000296674	0	0.915	0	0	0.915
GSPT1	RPS10-NUDT3	9606.ENSP00000398131	9606.ENSP00000492441	0	0.800	0	0	0.800
H2BC21	H2BC5	9606.ENSP00000358151	9606.ENSP00000289316	0	0.800	0.400	0	0.874
H2BC21	UBE2N	9606.ENSP00000358151	9606.ENSP00000316176	0	0	0.500	0	0.499
H2BC21	SMC4	9606.ENSP00000358151	9606.ENSP00000341382	0	0	0.500	0	0.499
H2BC21	SMC3	9606.ENSP00000358151	9606.ENSP00000354720	0	0	0.500	0	0.499
H2BC21	MORF4L2	9606.ENSP00000358151	9606.ENSP00000394417	0	0.457	0	0	0.457
H2BC21	MACROH2A1	9606.ENSP00000358151	9606.ENSP00000423563	0	0.468	0	0	0.468
H2BC21	H2BS1	9606.ENSP00000358151	9606.ENSP00000481622	0	0.385	0.400	0	0.615
H2BC21	H2BC9	9606.ENSP00000358151	9606.ENSP00000479169	0	0.819	0.400	0	0.887
H2BC5	UBE2B	9606.ENSP00000289316	9606.ENSP00000265339	0	0	0.500	0	0.499
H2BC5	H2BS1	9606.ENSP00000289316	9606.ENSP00000481622	0	0	0.400	0	0.400
H2BC5	UBE2N	9606.ENSP00000289316	9606.ENSP00000316176	0	0	0.500	0	0.499
H2BC5	SMC4	9606.ENSP00000289316	9606.ENSP00000341382	0	0	0.500	0	0.499
H2BC5	SMC3	9606.ENSP00000289316	9606.ENSP00000354720	0	0	0.500	0	0.499
H2BC5	WAC	9606.ENSP00000289316	9606.ENSP00000346986	0	0	0.500	0	0.499
H2BC5	H2BC9	9606.ENSP00000289316	9606.ENSP00000479169	0	0.819	0.400	0	0.887
