MeSH Symptom Term	MeSH Disease Term	PubMed occurrence	TFIDF score
Fever of Unknown Origin	Fatty Liver	1	1.4731549166710443
Fever of Unknown Origin	Fatty Liver, Alcoholic	1	1.4731549166710443
Fever of Unknown Origin	Liver Failure	5	7.365774583355221
Fever of Unknown Origin	Hepatic Encephalopathy	2	2.9463098333420885
Fever of Unknown Origin	Liver Failure, Acute	3	4.419464750013133
Fever of Unknown Origin	Hepatitis	27	39.7751827501182
Fever of Unknown Origin	Hepatitis, Alcoholic	1	1.4731549166710443
Fever of Unknown Origin	Hepatitis, Chronic	1	1.4731549166710443
Fever of Unknown Origin	Hepatitis, Autoimmune	1	1.4731549166710443
Fever of Unknown Origin	Hepatomegaly	11	16.204704083381486
Fever of Unknown Origin	Hypertension, Portal	1	1.4731549166710443
Fever of Unknown Origin	Liver Cirrhosis	1	1.4731549166710443
Fever of Unknown Origin	Liver Diseases, Alcoholic	1	1.4731549166710443
Fever of Unknown Origin	Porphyria, Acute Intermittent	1	1.4731549166710443
Fever of Unknown Origin	Pancreatic Diseases	1	1.4731549166710443
Fever of Unknown Origin	Pancreatitis	1	1.4731549166710443
Fever of Unknown Origin	Peritoneal Diseases	1	1.4731549166710443
Fever of Unknown Origin	Hemoperitoneum	1	1.4731549166710443
Fever of Unknown Origin	Mesenteric Lymphadenitis	3	4.419464750013133
Fever of Unknown Origin	Panniculitis, Peritoneal	6	8.838929500026266
Fever of Unknown Origin	Peritonitis	2	2.9463098333420885
Fever of Unknown Origin	Periapical Periodontitis	1	1.4731549166710443
Fever of Unknown Origin	Behcet Syndrome	9	13.258394250039398
Fever of Unknown Origin	Lip Diseases	1	1.4731549166710443
Fever of Unknown Origin	Mouth, Edentulous	1	1.4731549166710443
Fever of Unknown Origin	Oral Ulcer	1	1.4731549166710443
Fever of Unknown Origin	Periodontal Diseases	2	2.9463098333420885
Fever of Unknown Origin	Gingivitis	1	1.4731549166710443
Fever of Unknown Origin	Sialadenitis	1	1.4731549166710443
Fever of Unknown Origin	Submandibular Gland Diseases	1	1.4731549166710443
Fever of Unknown Origin	Stomatitis	6	8.838929500026266
Fever of Unknown Origin	Stomatitis, Aphthous	13	19.151013916723574
Fever of Unknown Origin	Glossitis	1	1.4731549166710443
Fever of Unknown Origin	Glossitis, Benign Migratory	1	1.4731549166710443
Fever of Unknown Origin	Pharyngitis	17	25.043633583407754
Fever of Unknown Origin	Tonsillitis	3	4.419464750013133
Fever of Unknown Origin	Anodontia	1	1.4731549166710443
Fever of Unknown Origin	Tooth Diseases	2	2.9463098333420885
Fever of Unknown Origin	Dental Plaque	1	1.4731549166710443
Fever of Unknown Origin	Tooth, Impacted	1	1.4731549166710443
Fever of Unknown Origin	Bronchial Diseases	1	1.4731549166710443
Fever of Unknown Origin	Asthma	3	4.419464750013133
Fever of Unknown Origin	Bronchial Fistula	1	1.4731549166710443
Fever of Unknown Origin	Bronchitis	1	1.4731549166710443
Fever of Unknown Origin	Bronchiolitis	1	1.4731549166710443
Fever of Unknown Origin	Bronchiolitis Obliterans	1	1.4731549166710443
Fever of Unknown Origin	Bronchopneumonia	1	1.4731549166710443
Fever of Unknown Origin	Laryngeal Diseases	1	1.4731549166710443
Fever of Unknown Origin	Lung Diseases	9	13.258394250039398
Fever of Unknown Origin	Cystic Adenomatoid Malformation of Lung, Congenital	1	1.4731549166710443
Fever of Unknown Origin	Hemoptysis	4	5.892619666684177
Fever of Unknown Origin	Hypertension, Pulmonary	1	1.4731549166710443
Fever of Unknown Origin	Invasive Pulmonary Aspergillosis	1	1.4731549166710443
Fever of Unknown Origin	Lung Diseases, Interstitial	2	2.9463098333420885
Fever of Unknown Origin	Alveolitis, Extrinsic Allergic	3	4.419464750013133
Fever of Unknown Origin	Bird Fancier's Lung	1	1.4731549166710443
Fever of Unknown Origin	Anti-Glomerular Basement Membrane Disease	1	1.4731549166710443
Fever of Unknown Origin	Histiocytosis, Langerhans-Cell	1	1.4731549166710443
Fever of Unknown Origin	Idiopathic Pulmonary Fibrosis	3	4.419464750013133
Fever of Unknown Origin	Sarcoidosis, Pulmonary	1	1.4731549166710443
Fever of Unknown Origin	Wegener Granulomatosis	5	7.365774583355221
Fever of Unknown Origin	Pneumonia	17	25.043633583407754
Fever of Unknown Origin	Pneumonia, Aspiration	1	1.4731549166710443
Fever of Unknown Origin	Pulmonary Alveolar Proteinosis	1	1.4731549166710443
Fever of Unknown Origin	Pulmonary Atelectasis	1	1.4731549166710443
Fever of Unknown Origin	Pulmonary Edema	1	1.4731549166710443
Fever of Unknown Origin	Pulmonary Embolism	10	14.731549166710442
Fever of Unknown Origin	Pulmonary Infarction	1	1.4731549166710443
Fever of Unknown Origin	Pulmonary Eosinophilia	2	2.9463098333420885
Fever of Unknown Origin	Pulmonary Fibrosis	3	4.419464750013133
Fever of Unknown Origin	Pulmonary Veno-Occlusive Disease	1	1.4731549166710443
Fever of Unknown Origin	Respiratory Distress Syndrome, Adult	3	4.419464750013133
Fever of Unknown Origin	Epistaxis	1	1.4731549166710443
Fever of Unknown Origin	Paranasal Sinus Diseases	2	2.9463098333420885
Fever of Unknown Origin	Sinusitis	12	17.677859000052532
Fever of Unknown Origin	Rhinitis	1	1.4731549166710443
Fever of Unknown Origin	Rhinitis, Allergic, Perennial	1	1.4731549166710443
Fever of Unknown Origin	Rhinitis, Allergic, Seasonal	1	1.4731549166710443
Fever of Unknown Origin	Pleural Effusion	7	10.31208441669731
Fever of Unknown Origin	Pleurisy	2	2.9463098333420885
Fever of Unknown Origin	Pneumothorax	1	1.4731549166710443
Fever of Unknown Origin	Respiration Disorders	2	2.9463098333420885
Fever of Unknown Origin	Altitude Sickness	1	1.4731549166710443
Fever of Unknown Origin	Cough	13	19.151013916723574
Fever of Unknown Origin	Dyspnea	7	10.31208441669731
Fever of Unknown Origin	Respiratory Insufficiency	6	8.838929500026266
Fever of Unknown Origin	Airway Obstruction	1	1.4731549166710443
Fever of Unknown Origin	Respiratory Paralysis	1	1.4731549166710443
Fever of Unknown Origin	Respiratory Hypersensitivity	1	1.4731549166710443
Fever of Unknown Origin	Bronchopulmonary Sequestration	1	1.4731549166710443
Fever of Unknown Origin	Tracheitis	1	1.4731549166710443
Fever of Unknown Origin	Thoracic Diseases	2	2.9463098333420885
Fever of Unknown Origin	Mediastinal Diseases	2	2.9463098333420885
Fever of Unknown Origin	Mediastinitis	4	5.892619666684177
Fever of Unknown Origin	Earache	1	1.4731549166710443
Fever of Unknown Origin	Hearing Disorders	1	1.4731549166710443
Fever of Unknown Origin	Hearing Loss, Bilateral	1	1.4731549166710443
Fever of Unknown Origin	Hearing Loss, Sensorineural	2	2.9463098333420885
Fever of Unknown Origin	Hearing Loss, Sudden	1	1.4731549166710443
Fever of Unknown Origin	Tinnitus	1	1.4731549166710443
Fever of Unknown Origin	Vestibular Diseases	1	1.4731549166710443
Fever of Unknown Origin	Otitis Media	2	2.9463098333420885
Fever of Unknown Origin	Mastoiditis	2	2.9463098333420885
Fever of Unknown Origin	Encephalomyelitis, Acute Disseminated	3	4.419464750013133
Fever of Unknown Origin	Multiple Sclerosis	2	2.9463098333420885
Fever of Unknown Origin	Guillain-Barre Syndrome	2	2.9463098333420885
Fever of Unknown Origin	Hereditary Sensory and Autonomic Neuropathies	1	1.4731549166710443
Fever of Unknown Origin	Vasculitis, Central Nervous System	2	2.9463098333420885
Fever of Unknown Origin	Giant Cell Arteritis	36	53.03357700015759
Fever of Unknown Origin	Brain Diseases	8	11.785239333368354
Fever of Unknown Origin	Neuroleptic Malignant Syndrome	5	7.365774583355221
Fever of Unknown Origin	Parkinsonian Disorders	1	1.4731549166710443
Fever of Unknown Origin	Parkinson Disease	1	1.4731549166710443
Fever of Unknown Origin	Fabry Disease	1	1.4731549166710443
Fever of Unknown Origin	Niemann-Pick Diseases	1	1.4731549166710443
Fever of Unknown Origin	Sea-Blue Histiocyte Syndrome	1	1.4731549166710443
Fever of Unknown Origin	Mevalonate Kinase Deficiency	1	1.4731549166710443
Fever of Unknown Origin	Tyrosinemias	1	1.4731549166710443
Fever of Unknown Origin	Brain Injuries	3	4.419464750013133
Fever of Unknown Origin	Brain Concussion	1	1.4731549166710443
Fever of Unknown Origin	Cerebrovascular Disorders	2	2.9463098333420885
Fever of Unknown Origin	Cerebral Infarction	1	1.4731549166710443
Fever of Unknown Origin	Carotid Artery Thrombosis	1	1.4731549166710443
Fever of Unknown Origin	Intracranial Aneurysm	2	2.9463098333420885
Fever of Unknown Origin	Intracranial Embolism	1	1.4731549166710443
Fever of Unknown Origin	Subarachnoid Hemorrhage	2	2.9463098333420885
Fever of Unknown Origin	Stroke	1	1.4731549166710443
Fever of Unknown Origin	Vascular Headaches	1	1.4731549166710443
Fever of Unknown Origin	Vasospasm, Intracranial	1	1.4731549166710443
Fever of Unknown Origin	Dementia	1	1.4731549166710443
Fever of Unknown Origin	Encephalomyelitis	1	1.4731549166710443
Fever of Unknown Origin	Meningoencephalitis	2	2.9463098333420885
Fever of Unknown Origin	Epilepsy	2	2.9463098333420885
Fever of Unknown Origin	Epilepsy, Complex Partial	1	1.4731549166710443
Fever of Unknown Origin	Epilepsy, Temporal Lobe	3	4.419464750013133
Fever of Unknown Origin	Epilepsy, Tonic-Clonic	1	1.4731549166710443
Fever of Unknown Origin	Seizures	5	7.365774583355221
Fever of Unknown Origin	Seizures, Febrile	2	2.9463098333420885
Fever of Unknown Origin	Status Epilepticus	3	4.419464750013133
Fever of Unknown Origin	Hydrocephalus, Normal Pressure	1	1.4731549166710443
Fever of Unknown Origin	Hypothalamic Diseases	2	2.9463098333420885
Fever of Unknown Origin	Pituitary Diseases	1	1.4731549166710443
Fever of Unknown Origin	Hypopituitarism	2	2.9463098333420885
Fever of Unknown Origin	Inappropriate ADH Syndrome	2	2.9463098333420885
Fever of Unknown Origin	Meningitis	2	2.9463098333420885
Fever of Unknown Origin	Angelman Syndrome	1	1.4731549166710443
Fever of Unknown Origin	Torticollis	1	1.4731549166710443
Fever of Unknown Origin	Ocular Motility Disorders	1	1.4731549166710443
Fever of Unknown Origin	Spinal Cord Diseases	1	1.4731549166710443
Fever of Unknown Origin	Spinal Cord Compression	3	4.419464750013133
Fever of Unknown Origin	Spinal Cord Injuries	3	4.419464750013133
Fever of Unknown Origin	Cranial Nerve Diseases	1	1.4731549166710443
Fever of Unknown Origin	Optic Atrophy	2	2.9463098333420885
Fever of Unknown Origin	Optic Neuritis	1	1.4731549166710443
Fever of Unknown Origin	Demyelinating Diseases	1	1.4731549166710443
Fever of Unknown Origin	Neural Tube Defects	1	1.4731549166710443
Fever of Unknown Origin	Spina Bifida Occulta	1	1.4731549166710443
Fever of Unknown Origin	Myoclonus	3	4.419464750013133
Fever of Unknown Origin	Tremor	1	1.4731549166710443
Fever of Unknown Origin	Meningism	2	2.9463098333420885
Fever of Unknown Origin	Catatonia	2	2.9463098333420885
Fever of Unknown Origin	Aphasia	1	1.4731549166710443
Fever of Unknown Origin	Confusion	6	8.838929500026266
Fever of Unknown Origin	Delirium	1	1.4731549166710443
Fever of Unknown Origin	Consciousness Disorders	3	4.419464750013133
Fever of Unknown Origin	Unconsciousness	3	4.419464750013133
Fever of Unknown Origin	Coma	2	2.9463098333420885
Fever of Unknown Origin	Syncope	1	1.4731549166710443
Fever of Unknown Origin	Mental Retardation	1	1.4731549166710443
Fever of Unknown Origin	Down Syndrome	2	2.9463098333420885
Fever of Unknown Origin	Prader-Willi Syndrome	2	2.9463098333420885
Fever of Unknown Origin	Pain	11	16.204704083381486
Fever of Unknown Origin	Back Pain	7	10.31208441669731
Fever of Unknown Origin	Low Back Pain	3	4.419464750013133
Fever of Unknown Origin	Facial Pain	1	1.4731549166710443
Fever of Unknown Origin	Headache	15	22.097323750065662
Fever of Unknown Origin	Neck Pain	2	2.9463098333420885
Fever of Unknown Origin	Sciatica	1	1.4731549166710443
Fever of Unknown Origin	Hemiplegia	1	1.4731549166710443
Fever of Unknown Origin	Quadriplegia	3	4.419464750013133
Fever of Unknown Origin	Paraparesis	1	1.4731549166710443
Fever of Unknown Origin	Hyperesthesia	1	1.4731549166710443
Fever of Unknown Origin	Hypesthesia	2	2.9463098333420885
Fever of Unknown Origin	Vision Disorders	1	1.4731549166710443
Fever of Unknown Origin	Blindness	2	2.9463098333420885
Fever of Unknown Origin	Peripheral Nervous System Diseases	1	1.4731549166710443
Fever of Unknown Origin	Ulnar Nerve Compression Syndromes	1	1.4731549166710443
Fever of Unknown Origin	Polyneuropathies	1	1.4731549166710443
Fever of Unknown Origin	Sleep Disorders	1	1.4731549166710443
Fever of Unknown Origin	Keratitis	2	2.9463098333420885
Fever of Unknown Origin	Eyelid Diseases	1	1.4731549166710443
Fever of Unknown Origin	Dacryocystitis	1	1.4731549166710443
Fever of Unknown Origin	Graves Disease	3	4.419464750013133
Fever of Unknown Origin	Retinal Diseases	1	1.4731549166710443
Fever of Unknown Origin	Chorioretinitis	1	1.4731549166710443
Fever of Unknown Origin	Uveitis	1	1.4731549166710443
Fever of Unknown Origin	Epididymitis	1	1.4731549166710443
Fever of Unknown Origin	Penile Diseases	1	1.4731549166710443
Fever of Unknown Origin	Prostatitis	2	2.9463098333420885
Fever of Unknown Origin	Orchitis	1	1.4731549166710443
Fever of Unknown Origin	Urinary Bladder Fistula	1	1.4731549166710443
Fever of Unknown Origin	Kidney Diseases	13	19.151013916723574
Fever of Unknown Origin	Diabetes Insipidus	2	2.9463098333420885
Fever of Unknown Origin	Diabetic Nephropathies	1	1.4731549166710443
Fever of Unknown Origin	Hydronephrosis	1	1.4731549166710443
Fever of Unknown Origin	Hypertension, Renal	1	1.4731549166710443
Fever of Unknown Origin	Polycystic Kidney Diseases	1	1.4731549166710443
Fever of Unknown Origin	Nephritis	2	2.9463098333420885
Fever of Unknown Origin	Glomerulonephritis	4	5.892619666684177
Fever of Unknown Origin	Glomerulonephritis, Membranoproliferative	1	1.4731549166710443
Fever of Unknown Origin	Nephritis, Interstitial	4	5.892619666684177
Fever of Unknown Origin	Pyelonephritis	9	13.258394250039398
Fever of Unknown Origin	Kidney Calculi	1	1.4731549166710443
Fever of Unknown Origin	Renal Insufficiency	2	2.9463098333420885
Fever of Unknown Origin	Acute Kidney Injury	14	20.62416883339462
Fever of Unknown Origin	Kidney Failure, Chronic	6	8.838929500026266
Fever of Unknown Origin	Renal Tubular Transport, Inborn Errors	1	1.4731549166710443
Fever of Unknown Origin	Renal Aminoacidurias	1	1.4731549166710443
Fever of Unknown Origin	Uremia	1	1.4731549166710443
Fever of Unknown Origin	Cystitis	1	1.4731549166710443
Fever of Unknown Origin	Urinary Bladder Calculi	1	1.4731549166710443
Fever of Unknown Origin	Hematuria	2	2.9463098333420885
Fever of Unknown Origin	Proteinuria	1	1.4731549166710443
Fever of Unknown Origin	Salpingitis	3	4.419464750013133
Fever of Unknown Origin	Ovarian Diseases	1	1.4731549166710443
Fever of Unknown Origin	Oophoritis	1	1.4731549166710443
Fever of Unknown Origin	Uterine Diseases	1	1.4731549166710443
Fever of Unknown Origin	Pregnancy Complications	1	1.4731549166710443
Fever of Unknown Origin	Fetal Diseases	2	2.9463098333420885
Fever of Unknown Origin	Chorioamnionitis	2	2.9463098333420885
Fever of Unknown Origin	Obstetric Labor Complications	3	4.419464750013133
Fever of Unknown Origin	Obstetric Labor, Premature	1	1.4731549166710443
Fever of Unknown Origin	Placenta Diseases	1	1.4731549166710443
Fever of Unknown Origin	Polyhydramnios	1	1.4731549166710443
Fever of Unknown Origin	Puerperal Disorders	2	2.9463098333420885
Fever of Unknown Origin	Coronary Vessel Anomalies	1	1.4731549166710443
Fever of Unknown Origin	Truncus Arteriosus, Persistent	1	1.4731549166710443
Fever of Unknown Origin	Heart Septal Defects, Ventricular	1	1.4731549166710443
Fever of Unknown Origin	Tetralogy of Fallot	1	1.4731549166710443
Fever of Unknown Origin	Vascular Fistula	1	1.4731549166710443
Fever of Unknown Origin	Heart Diseases	3	4.419464750013133
Fever of Unknown Origin	Arrhythmias, Cardiac	4	5.892619666684177
Fever of Unknown Origin	Atrial Fibrillation	2	2.9463098333420885
Fever of Unknown Origin	Bradycardia	2	2.9463098333420885
Fever of Unknown Origin	Heart Block	2	2.9463098333420885
Fever of Unknown Origin	Bundle-Branch Block	2	2.9463098333420885
Fever of Unknown Origin	Tachycardia, Ventricular	1	1.4731549166710443
Fever of Unknown Origin	Torsades de Pointes	1	1.4731549166710443
Fever of Unknown Origin	Cardiac Tamponade	3	4.419464750013133
Fever of Unknown Origin	Myocarditis	3	4.419464750013133
Fever of Unknown Origin	Endocarditis	9	13.258394250039398
Fever of Unknown Origin	Heart Aneurysm	1	1.4731549166710443
Fever of Unknown Origin	Heart Failure	1	1.4731549166710443
Fever of Unknown Origin	Heart Valve Diseases	3	4.419464750013133
Fever of Unknown Origin	Aortic Valve Insufficiency	2	2.9463098333420885
Fever of Unknown Origin	Mitral Valve Prolapse	1	1.4731549166710443
Fever of Unknown Origin	Mitral Valve Insufficiency	2	2.9463098333420885
Fever of Unknown Origin	Pulmonary Valve Stenosis	1	1.4731549166710443
Fever of Unknown Origin	Tricuspid Valve Insufficiency	1	1.4731549166710443
Fever of Unknown Origin	Angina Pectoris, Variant	1	1.4731549166710443
Fever of Unknown Origin	Coronary Disease	1	1.4731549166710443
Fever of Unknown Origin	Coronary Aneurysm	1	1.4731549166710443
Fever of Unknown Origin	Coronary Artery Disease	1	1.4731549166710443
Fever of Unknown Origin	Coronary Thrombosis	1	1.4731549166710443
Fever of Unknown Origin	Myocardial Infarction	1	1.4731549166710443
Fever of Unknown Origin	Shock, Cardiogenic	1	1.4731549166710443
Fever of Unknown Origin	Pericardial Effusion	5	7.365774583355221
Fever of Unknown Origin	Pericarditis	6	8.838929500026266
Fever of Unknown Origin	Pericarditis, Constrictive	1	1.4731549166710443
Fever of Unknown Origin	Ventricular Outflow Obstruction	2	2.9463098333420885
Fever of Unknown Origin	Vascular Diseases	5	7.365774583355221
Fever of Unknown Origin	Aneurysm, Dissecting	20	29.463098333420884
Fever of Unknown Origin	Aneurysm, False	1	1.4731549166710443
Fever of Unknown Origin	Aneurysm, Ruptured	1	1.4731549166710443
Fever of Unknown Origin	Aortic Rupture	1	1.4731549166710443
Fever of Unknown Origin	Aortic Aneurysm	19	27.989943416749842
Fever of Unknown Origin	Aortic Aneurysm, Abdominal	5	7.365774583355221
Fever of Unknown Origin	Aortic Aneurysm, Thoracic	7	10.31208441669731
Fever of Unknown Origin	Angiomatosis	1	1.4731549166710443
Fever of Unknown Origin	Angioedema	1	1.4731549166710443
Fever of Unknown Origin	Aortic Diseases	2	2.9463098333420885
Fever of Unknown Origin	Aortic Arch Syndromes	3	4.419464750013133
Fever of Unknown Origin	Takayasu Arteritis	22	32.40940816676297
Fever of Unknown Origin	Aortitis	9	13.258394250039398
Fever of Unknown Origin	Arterial Occlusive Diseases	1	1.4731549166710443
Fever of Unknown Origin	Peripheral Arterial Disease	1	1.4731549166710443
Fever of Unknown Origin	Arteritis	3	4.419464750013133
Fever of Unknown Origin	Polyarteritis Nodosa	18	26.516788500078796
Fever of Unknown Origin	Embolism	1	1.4731549166710443
Fever of Unknown Origin	Thromboembolism	2	2.9463098333420885
Fever of Unknown Origin	Thrombosis	8	11.785239333368354
Fever of Unknown Origin	Venous Thrombosis	5	7.365774583355221
Fever of Unknown Origin	Thrombophlebitis	8	11.785239333368354
Fever of Unknown Origin	Hypotension	1	1.4731549166710443
Fever of Unknown Origin	Peripheral Vascular Diseases	1	1.4731549166710443
Fever of Unknown Origin	Raynaud Disease	1	1.4731549166710443
Fever of Unknown Origin	Splenic Infarction	1	1.4731549166710443
Fever of Unknown Origin	Vasculitis	23	33.882563083434015
Fever of Unknown Origin	Mucocutaneous Lymph Node Syndrome	21	30.93625325009193
Fever of Unknown Origin	Systemic Vasculitis	2	2.9463098333420885
Fever of Unknown Origin	Churg-Strauss Syndrome	1	1.4731549166710443
Fever of Unknown Origin	Microscopic Polyangiitis	1	1.4731549166710443
Fever of Unknown Origin	Vasculitis, Leukocytoclastic, Cutaneous	1	1.4731549166710443
Fever of Unknown Origin	Hematologic Diseases	3	4.419464750013133
Fever of Unknown Origin	Anemia	11	16.204704083381486
Fever of Unknown Origin	Anemia, Aplastic	4	5.892619666684177
Fever of Unknown Origin	Anemia, Hemolytic	2	2.9463098333420885
Fever of Unknown Origin	Anemia, Hemolytic, Autoimmune	1	1.4731549166710443
Fever of Unknown Origin	Anemia, Sickle Cell	2	2.9463098333420885
Fever of Unknown Origin	Elliptocytosis, Hereditary	2	2.9463098333420885
Fever of Unknown Origin	Spherocytosis, Hereditary	1	1.4731549166710443
Fever of Unknown Origin	Anemia, Pernicious	1	1.4731549166710443
Fever of Unknown Origin	Red-Cell Aplasia, Pure	1	1.4731549166710443
Fever of Unknown Origin	Blood Coagulation Disorders	1	1.4731549166710443
Fever of Unknown Origin	Wiskott-Aldrich Syndrome	1	1.4731549166710443
Fever of Unknown Origin	Purpura	1	1.4731549166710443
Fever of Unknown Origin	Purpura, Thrombotic Thrombocytopenic	1	1.4731549166710443
Fever of Unknown Origin	Vitamin K Deficiency	1	1.4731549166710443
Fever of Unknown Origin	Thrombocytopenia	4	5.892619666684177
Fever of Unknown Origin	Thrombocytosis	1	1.4731549166710443
Fever of Unknown Origin	Agammaglobulinemia	1	1.4731549166710443
Fever of Unknown Origin	Hypergammaglobulinemia	4	5.892619666684177
Fever of Unknown Origin	Paraproteinemias	3	4.419464750013133
Fever of Unknown Origin	Bone Marrow Diseases	7	10.31208441669731
Fever of Unknown Origin	Myelodysplastic Syndromes	2	2.9463098333420885
Fever of Unknown Origin	Myeloproliferative Disorders	1	1.4731549166710443
Fever of Unknown Origin	Leukemoid Reaction	3	4.419464750013133
Fever of Unknown Origin	Polycythemia Vera	1	1.4731549166710443
Fever of Unknown Origin	Primary Myelofibrosis	3	4.419464750013133
Fever of Unknown Origin	Hemorrhagic Disorders	1	1.4731549166710443
Fever of Unknown Origin	Eosinophilia	10	14.731549166710442
Fever of Unknown Origin	Angiolymphoid Hyperplasia with Eosinophilia	8	11.785239333368354
Fever of Unknown Origin	Hypereosinophilic Syndrome	1	1.4731549166710443
Fever of Unknown Origin	Leukocytosis	7	10.31208441669731
Fever of Unknown Origin	Lymphocytosis	2	2.9463098333420885
Fever of Unknown Origin	Leukopenia	5	7.365774583355221
Fever of Unknown Origin	Agranulocytosis	33	48.61411225014446
Fever of Unknown Origin	Neutropenia	155	228.33901208401187
Fever of Unknown Origin	T-Lymphocytopenia, Idiopathic CD4-Positive	1	1.4731549166710443
Fever of Unknown Origin	Phagocyte Bactericidal Dysfunction	1	1.4731549166710443
Fever of Unknown Origin	Granulomatous Disease, Chronic	3	4.419464750013133
Fever of Unknown Origin	Job's Syndrome	1	1.4731549166710443
Fever of Unknown Origin	Pancytopenia	10	14.731549166710442
Fever of Unknown Origin	Lymphatic Diseases	30	44.194647500131325
Fever of Unknown Origin	Histiocytosis	1	1.4731549166710443
Fever of Unknown Origin	Histiocytosis, Non-Langerhans-Cell	5	7.365774583355221
Fever of Unknown Origin	Histiocytosis, Sinus	1	1.4731549166710443
Fever of Unknown Origin	Lymphohistiocytosis, Hemophagocytic	9	13.258394250039398
Fever of Unknown Origin	Lymphadenitis	26	38.30202783344715
Fever of Unknown Origin	Histiocytic Necrotizing Lymphadenitis	15	22.097323750065662
Fever of Unknown Origin	Giant Lymph Node Hyperplasia	5	7.365774583355221
Fever of Unknown Origin	Granuloma	34	50.08726716681551
Fever of Unknown Origin	Immunoblastic Lymphadenopathy	1	1.4731549166710443
Fever of Unknown Origin	Sarcoidosis	21	30.93625325009193
Fever of Unknown Origin	Pseudolymphoma	1	1.4731549166710443
Fever of Unknown Origin	Splenic Diseases	19	27.989943416749842
Fever of Unknown Origin	Splenosis	2	2.9463098333420885
Fever of Unknown Origin	Thymus Hyperplasia	2	2.9463098333420885
Fever of Unknown Origin	Abnormalities, Multiple	3	4.419464750013133
Fever of Unknown Origin	Ectodermal Dysplasia	12	17.677859000052532
Fever of Unknown Origin	Ectodermal Dysplasia 1, Anhidrotic	1	1.4731549166710443
Fever of Unknown Origin	Genetic Diseases, Inborn	1	1.4731549166710443
Fever of Unknown Origin	Genetic Diseases, X-Linked	1	1.4731549166710443
Fever of Unknown Origin	Familial Mediterranean Fever	18	26.516788500078796
Fever of Unknown Origin	Infant, Newborn, Diseases	3	4.419464750013133
Fever of Unknown Origin	Connective Tissue Diseases	4	5.892619666684177
Fever of Unknown Origin	Collagen Diseases	11	16.204704083381486
Fever of Unknown Origin	Lupus Erythematosus, Discoid	1	1.4731549166710443
Fever of Unknown Origin	Lupus Erythematosus, Systemic	16	23.570478666736708
Fever of Unknown Origin	Mixed Connective Tissue Disease	1	1.4731549166710443
Fever of Unknown Origin	Panniculitis	1	1.4731549166710443
Fever of Unknown Origin	Panniculitis, Nodular Nonsuppurative	2	2.9463098333420885
Fever of Unknown Origin	Scleroderma, Systemic	1	1.4731549166710443
Fever of Unknown Origin	Scleroderma, Diffuse	1	1.4731549166710443
Fever of Unknown Origin	Skin Diseases	4	5.892619666684177
Fever of Unknown Origin	Dermatitis	2	2.9463098333420885
Fever of Unknown Origin	Drug Eruptions	2	2.9463098333420885
Fever of Unknown Origin	Erythema Nodosum	2	2.9463098333420885
Fever of Unknown Origin	Erythema	7	10.31208441669731
Fever of Unknown Origin	Sweet Syndrome	3	4.419464750013133
Fever of Unknown Origin	Exanthema	23	33.882563083434015
Fever of Unknown Origin	Facial Dermatoses	2	2.9463098333420885
Fever of Unknown Origin	Foot Dermatoses	1	1.4731549166710443
Fever of Unknown Origin	Hand Dermatoses	3	4.419464750013133
Fever of Unknown Origin	Nail Diseases	2	2.9463098333420885
Fever of Unknown Origin	Pyoderma Gangrenosum	1	1.4731549166710443
Fever of Unknown Origin	Lichen Planus	1	1.4731549166710443
Fever of Unknown Origin	Psoriasis	2	2.9463098333420885
Fever of Unknown Origin	Urticaria	7	10.31208441669731
Fever of Unknown Origin	Skin Diseases, Vesiculobullous	2	2.9463098333420885
Fever of Unknown Origin	Skin Ulcer	2	2.9463098333420885
Fever of Unknown Origin	Pressure Ulcer	1	1.4731549166710443
Fever of Unknown Origin	Hyperhidrosis	3	4.419464750013133
Fever of Unknown Origin	Calcinosis	4	5.892619666684177
Fever of Unknown Origin	Hypercalcemia	1	1.4731549166710443
Fever of Unknown Origin	Hyperglycemia	1	1.4731549166710443
Fever of Unknown Origin	Hypertriglyceridemia	1	1.4731549166710443
Fever of Unknown Origin	Amyloidosis	5	7.365774583355221
Fever of Unknown Origin	Dehydration	1	1.4731549166710443
Fever of Unknown Origin	Hypernatremia	2	2.9463098333420885
Fever of Unknown Origin	Hyponatremia	2	2.9463098333420885
Fever of Unknown Origin	Nutrition Disorders	1	1.4731549166710443
Fever of Unknown Origin	Adrenal Gland Diseases	3	4.419464750013133
Fever of Unknown Origin	Adrenal Insufficiency	1	1.4731549166710443
Fever of Unknown Origin	Addison Disease	1	1.4731549166710443
Fever of Unknown Origin	Cushing Syndrome	2	2.9463098333420885
Fever of Unknown Origin	Hyperparathyroidism	3	4.419464750013133
Fever of Unknown Origin	Hyperparathyroidism, Secondary	1	1.4731549166710443
Fever of Unknown Origin	Hypoparathyroidism	1	1.4731549166710443
Fever of Unknown Origin	Polyendocrinopathies, Autoimmune	2	2.9463098333420885
Fever of Unknown Origin	Thyroid Diseases	1	1.4731549166710443
Fever of Unknown Origin	Goiter, Nodular	1	1.4731549166710443
Fever of Unknown Origin	Goiter, Substernal	1	1.4731549166710443
Fever of Unknown Origin	Hyperthyroidism	4	5.892619666684177
Fever of Unknown Origin	Thyrotoxicosis	5	7.365774583355221
