id,label,full_label,type,logic,pathway
hsa:6722,SRF,"SRF, MCM1; serum response factor isoform 1",gene,,path:hsa04010
fu:dde490f0,fu:dde490f0,,functional_unit,SINGLE,path:hsa04010
hsa:4609,MYC,"MYC, MRTL, MYCC, bHLHe39, c-Myc; myc proto-oncogene protein isoform 1",gene,,path:hsa04010
fu:6f8defad,fu:6f8defad,,functional_unit,SINGLE,path:hsa04010
fu:99d52518,fu:99d52518,,functional_unit,SINGLE,path:hsa04010
fu:a6b72414,fu:a6b72414,,functional_unit,SINGLE,path:hsa04010
fu:af3eedc3,fu:af3eedc3,,functional_unit,SINGLE,path:hsa04010
hsa:27330,RPS6KA6,"RPS6KA6, PP90RSK4, RSK-4, RSK4, S6K-alpha-6, p90RSK6; ribosomal protein S6 kinase alpha-6 isoform 2",gene,,path:hsa04010
hsa:6195,RPS6KA1,"RPS6KA1, HU-1, MAPKAPK1, MAPKAPK1A, RSK, RSK1, p90Rsk; ribosomal protein S6 kinase alpha-1 isoform a",gene,,path:hsa04010
hsa:6196,RPS6KA2,"RPS6KA2, HU-2, MAPKAPK1C, RSK, RSK3, S6K-alpha, S6K-alpha2, p90-RSK3, p90RSK2, pp90RSK3; ribosomal protein S6 kinase alpha-2 isoform a",gene,,path:hsa04010
hsa:6197,RPS6KA3,"RPS6KA3, CLS, HU-3, ISPK-1, MAPKAPK1B, MRX19, RSK, RSK2, S6K-alpha3, XLID19, p90-RSK2, pp90RSK2; ribosomal protein S6 kinase alpha-3 isoform 1",gene,,path:hsa04010
fu:746aa4e9,fu:746aa4e9,,functional_unit,OR,path:hsa04010
hsa:2872,MKNK2,"MKNK2, GPRK7, MNK2; MAP kinase-interacting serine/threonine-protein kinase 2 isoform 2",gene,,path:hsa04010
hsa:8569,MKNK1,"MKNK1, MNK1; MAP kinase-interacting serine/threonine-protein kinase 1 isoform 1",gene,,path:hsa04010
fu:21beb0bd,fu:21beb0bd,,functional_unit,OR,path:hsa04010
hsa:125467750,EFNA4-EFNA3,EFNA4-EFNA3; EFNA4-EFNA3 protein precursor,gene,,path:hsa04010
hsa:1435,CSF1,"CSF1, CSF-1, MCSF, PG-M-CSF; macrophage colony-stimulating factor 1 isoform a precursor",gene,,path:hsa04010
hsa:1942,EFNA1,"EFNA1, B61, ECKLG, EFL1, EPLG1, GMAN, LERK-1, LERK1, TNFAIP4; ephrin-A1 isoform a precursor",gene,,path:hsa04010
hsa:1943,EFNA2,"EFNA2, ELF-1, EPLG6, HEK7-L, LERK-6, LERK6; ephrin-A2 precursor",gene,,path:hsa04010
hsa:1944,EFNA3,"EFNA3, EFL2, EPLG3, Ehk1-L, LERK3; ephrin-A3 precursor",gene,,path:hsa04010
hsa:1945,EFNA4,"EFNA4, EFL4, EPLG4, LERK-4, LERK4; ephrin-A4 isoform a precursor",gene,,path:hsa04010
hsa:1946,EFNA5,"EFNA5, AF1, EFL5, EPLG7, GLC1M, LERK7, RAGS; ephrin-A5 isoform 1 precursor",gene,,path:hsa04010
hsa:1950,EGF,"EGF, HOMG4, URG; pro-epidermal growth factor isoform 1 preproprotein",gene,,path:hsa04010
hsa:2069,EREG,"EREG, EPR, ER, Ep; proepiregulin preproprotein",gene,,path:hsa04010
hsa:2246,FGF1,"FGF1, AFGF, ECGF, ECGF-beta, ECGFA, ECGFB, FGF-1, FGF-alpha, FGFA, GLIO703, HBGF-1, HBGF1; fibroblast growth factor 1 isoform 1 precursor",gene,,path:hsa04010
hsa:2247,FGF2,"FGF2, BFGF, FGF-2, FGFB, HBGF-2; fibroblast growth factor 2 isoform 34 kDa",gene,,path:hsa04010
hsa:2248,FGF3,"FGF3, HBGF-3, INT2; fibroblast growth factor 3 precursor",gene,,path:hsa04010
hsa:2249,FGF4,"FGF4, FGF-4, HBGF-4, HST, HST-1, HSTF-1, HSTF1, K-FGF, KFGF, SRTD22; fibroblast growth factor 4 precursor",gene,,path:hsa04010
hsa:2250,FGF5,"FGF5, HBGF-5, Smag-82, TCMGLY; fibroblast growth factor 5 isoform 1 precursor",gene,,path:hsa04010
hsa:2251,FGF6,"FGF6, HBGF-6, HST2; fibroblast growth factor 6 precursor",gene,,path:hsa04010
hsa:2252,FGF7,"FGF7, HBGF-7, KGF; fibroblast growth factor 7 precursor",gene,,path:hsa04010
hsa:2253,FGF8,"FGF8, AIGF, FGF-8, HBGF-8, HH6, KAL6; fibroblast growth factor 8 isoform E precursor",gene,,path:hsa04010
hsa:2254,FGF9,"FGF9, FGF-9, GAF, HBFG-9, HBGF-9, SYNS3; fibroblast growth factor 9 precursor",gene,,path:hsa04010
hsa:2255,FGF10,"FGF10, LADD3; fibroblast growth factor 10 precursor",gene,,path:hsa04010
hsa:2277,VEGFD,"VEGFD, FIGF, VEGF-D; vascular endothelial growth factor D preproprotein",gene,,path:hsa04010
hsa:2323,FLT3LG,"FLT3LG, FL, FLG3L, FLT3L, IMD125; fms-related tyrosine kinase 3 ligand isoform 1 precursor",gene,,path:hsa04010
hsa:26281,FGF20,"FGF20, FGF-20, RHDA2; fibroblast growth factor 20",gene,,path:hsa04010
hsa:26291,FGF21,FGF21; fibroblast growth factor 21 precursor,gene,,path:hsa04010
hsa:2668,GDNF,"GDNF, ATF, ATF1, ATF2, HFB1-GDNF, HSCR3; glial cell line-derived neurotrophic factor isoform 1 preproprotein",gene,,path:hsa04010
hsa:27006,FGF22,FGF22; fibroblast growth factor 22 isoform 1 precursor,gene,,path:hsa04010
hsa:284,ANGPT1,"ANGPT1, AGP1, AGPT, AGPT-1, ANG1, HAE5; angiopoietin-1 isoform 1 precursor",gene,,path:hsa04010
hsa:285,ANGPT2,"ANGPT2, AGPT2, ANG2, LMPHM10; angiopoietin-2 isoform a precursor",gene,,path:hsa04010
hsa:3082,HGF,"HGF, DFNB39, F-TCF, HGFB, HPTA, SF; hepatocyte growth factor isoform 1 preproprotein",gene,,path:hsa04010
hsa:3479,IGF1,"IGF1, IGF, IGF-I, IGFI, MGF; insulin-like growth factor 1 isoform 3 preproprotein",gene,,path:hsa04010
hsa:3481,IGF2,"IGF2, C11orf43, GRDF, IGF-II, PP9974, SRS3; insulin-like growth factor 2 isoform 1 preproprotein",gene,,path:hsa04010
hsa:3630,INS,"INS, IDDM, IDDM1, IDDM2, ILPR, IRDN, MODY10, PNDM4; insulin preproprotein",gene,,path:hsa04010
hsa:374,AREG,"AREG, AR, AREGB, CRDGF, SDGF; amphiregulin preproprotein",gene,,path:hsa04010
hsa:4254,KITLG,"KITLG, DCUA, DFNA69, FPH2, FPHH, KL-1, Kitl, MGF, SCF, SF, SHEP7, SLF, WS2F; kit ligand isoform b precursor",gene,,path:hsa04010
hsa:4803,NGF,"NGF, Beta-NGF, HSAN5, NGFB; beta-nerve growth factor precursor",gene,,path:hsa04010
hsa:4902,NRTN,"NRTN, NTN; neurturin preproprotein",gene,,path:hsa04010
hsa:4908,NTF3,"NTF3, HDNF, NGF-2, NGF2, NT-3, NT3; neurotrophin-3 isoform 2 preproprotein",gene,,path:hsa04010
hsa:4909,NTF4,"NTF4, GLC10, GLC1O, NT-4, NT-4/5, NT-5, NT4, NT5, NTF5; neurotrophin-4 preproprotein",gene,,path:hsa04010
hsa:51378,ANGPT4,"ANGPT4, ANG3, ANG4; angiopoietin-4 isoform 1 precursor",gene,,path:hsa04010
hsa:5154,PDGFA,"PDGFA, PDGF-A, PDGF1; platelet-derived growth factor subunit A isoform 1 preproprotein",gene,,path:hsa04010
hsa:5155,PDGFB,"PDGFB, IBGC5, PDGF-2, PDGF2, SIS, SSV, c-sis; platelet-derived growth factor subunit B isoform 1 preproprotein",gene,,path:hsa04010
hsa:5228,PGF,"PGF, D12S1900, PGFL, PIGF, PLGF, PlGF-2, SHGC-10760; placenta growth factor isoform 2 precursor",gene,,path:hsa04010
hsa:56034,PDGFC,"PDGFC, FALLOTEIN, SCDGF; platelet-derived growth factor C precursor",gene,,path:hsa04010
hsa:5623,PSPN,"PSPN, PSP; persephin preproprotein",gene,,path:hsa04010
hsa:627,BDNF,"BDNF, ANON2, BULN2; neurotrophic factor BDNF precursor form isoform a preproprotein",gene,,path:hsa04010
hsa:7039,TGFA,"TGFA, TFGA; protransforming growth factor alpha isoform 1 preproprotein",gene,,path:hsa04010
hsa:7422,VEGFA,"VEGFA, L-VEGF, MVCD1, VEGF, VPF; vascular endothelial growth factor A, long form isoform b",gene,,path:hsa04010
hsa:7423,VEGFB,"VEGFB, VEGFL, VRF; vascular endothelial growth factor B isoform VEGFB-186 precursor",gene,,path:hsa04010
hsa:7424,VEGFC,"VEGFC, Flt4-L, LMPH1D, LMPHM4, VRP; vascular endothelial growth factor C preproprotein",gene,,path:hsa04010
hsa:80310,PDGFD,"PDGFD, IEGF, MSTP036, SCDGF-B, SCDGFB; platelet-derived growth factor D isoform 1 precursor",gene,,path:hsa04010
hsa:8074,FGF23,"FGF23, ADHR, FGFN, HFTC2, HPDR2, HYPF, PHPTC; fibroblast growth factor 23 precursor",gene,,path:hsa04010
hsa:8817,FGF18,"FGF18, FGF-18, ZFGF5; fibroblast growth factor 18 precursor",gene,,path:hsa04010
hsa:8822,FGF17,"FGF17, FGF-13, FGF-17, HH20; fibroblast growth factor 17 isoform 1 precursor",gene,,path:hsa04010
hsa:8823,FGF16,"FGF16, FGF-16, MF4; fibroblast growth factor 16",gene,,path:hsa04010
hsa:9048,ARTN,"ARTN, ART, ENOVIN, EVN, NBN; artemin isoform 1 preproprotein",gene,,path:hsa04010
hsa:9965,FGF19,FGF19; fibroblast growth factor 19 precursor,gene,,path:hsa04010
fu:bc721fb9,fu:bc721fb9,,functional_unit,OR,path:hsa04010
hsa:8717,TRADD,"TRADD, Hs.89862; tumor necrosis factor receptor type 1-associated DEATH domain protein",gene,,path:hsa04010
fu:cb915a0e,fu:cb915a0e,,functional_unit,SINGLE,path:hsa04010
hsa:4615,MYD88,"MYD88, IMD68, MYD88D, WM1; myeloid differentiation primary response protein MyD88 isoform 2",gene,,path:hsa04010
fu:52a67244,fu:52a67244,,functional_unit,SINGLE,path:hsa04010
hsa:3654,IRAK1,"IRAK1, IRAK, pelle; interleukin-1 receptor-associated kinase 1 isoform 1",gene,,path:hsa04010
hsa:51135,IRAK4,"IRAK4, IMD67, IPD1, IRAK-4, NY-REN-64, REN64; interleukin-1 receptor-associated kinase 4 isoform a",gene,,path:hsa04010
fu:b626b1e9,fu:b626b1e9,,functional_unit,OR,path:hsa04010
hsa:369,ARAF,"ARAF, A-RAF, ARAF1, PKS2, RAFA1; serine/threonine-protein kinase A-Raf isoform 1",gene,,path:hsa04010
fu:35b0cd0d,fu:35b0cd0d,,functional_unit,SINGLE,path:hsa04010
fu:1e863058,fu:1e863058,,functional_unit,SINGLE,path:hsa04010
fu:e7bc3157,fu:e7bc3157,,functional_unit,AND,path:hsa04010
fu:661a5763,fu:661a5763,,functional_unit,AND,path:hsa04010
